MBU,C4-GUJ-01,C4-GUJ-02,C4-SKT-03,C4-GRT-04,C4-NRW-05,C4-HFZ-06,C4-WZD-07,C4-MBD-08,,,,,,,,,,,,,,,,,,,,,,,,
New MBU,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,Average LS
C4-GRT-04,3.09,2.36,3.03,2.48,2.9,2.97,2.26,1.67,2.33,2.57,3.23,2.35,2.4,2.4,2.84,3,3.87,3.41,2.92,4.59,,,,,,,,,,,,2.8335
C4-GUJ-01,4.87,4.23,5.63,4.53,5.82,5.66,4.4,3.99,4.14,3.71,4.63,3.79,4.25,3.2,3.53,5.06,4.72,4.17,5.35,4.09,,,,,,,,,,,,4.4885
C4-GUJ-02,2.5,4.4,4,4.95,2.31,5.44,3.77,3.62,2.89,3.41,4.76,2.35,4.27,3.03,2.95,3.72,3.52,4.55,2.99,4.61,,,,,,,,,,,,3.7020000000000004
C4-HFZ-06,3.52,3.66,4.71,3.87,4.6,4.13,5.64,3.49,3.72,3.31,4.2,3.83,3.99,4.63,3.97,4.61,3.42,3.62,3.4,3.4,,,,,,,,,,,,3.9860000000000015
C4-MBD-08,3.3,3.37,3.79,3.25,3.2,2.85,4.87,2.61,2.97,2.32,3.22,2.68,2.95,3.03,3.46,3.77,3.5,3.31,4.26,4.79,,,,,,,,,,,,3.375000000000001
C4-NRW-05,4.73,3.15,4.34,3.39,5.38,4.9,3.9,5.66,5.02,4.32,5.25,4.69,4.74,4.59,5.61,4.63,4.58,5.32,6.35,5.65,,,,,,,,,,,,4.81
C4-SKT-03,5.52,4.04,4.44,2.55,5.24,3.59,3.56,4.18,3.29,4.31,4.25,2.8,4.5,3.37,4.16,3.63,4.42,5.08,3.69,4.37,,,,,,,,,,,,4.0495
C4-WZD-07,5.13,5.67,5.25,6.02,4.63,5.55,4.27,4.61,5.8,3.82,6.81,5.79,4.93,4.07,3.28,5.99,4.66,5.93,5.32,6.03,,,,,,,,,,,,5.177999999999999
Avrg. LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
