Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,Average NAR,avrg
1501,WZB8260,WZB8260__S_ThathaFaqirullah_CMPak7179,3,C4-WZD-07,,CM Pak,7179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9836612654320988,1,1,1,1,1,1,1,1,1,1,1,0.9991830632716049,0.9991830632716049
1502,SMB8296,SMB8296__S_Amrikpura_CMPak44388,3,C4-WZD-07,,CM Pak,44388,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1503,RUR7606,RUR7606_S_Kakakolo,3,C4-WZD-07,,Enfrashare,9977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1504,DSK7614,DSK7614__S_BarkatMarket,3,C4-WZD-07,,Enfrashare,EC1-DSK-09961,0.8526041666666666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7989390432098765,1,1,1,1,1,1,1,1,1,1,1,1,0.9825771604938272,0.9825771604938273
1505,SOH9575,SOH9575__S_Talwara,3,C4-WZD-07,,ATL-,ATWZR02,1,1,1,1,0.9177430555555556,0.9020254629629629,1,1,1,1,0.8251929012345678,1,1,1,1,1,1,1,1,0.9979938271604938,1,1,1,1,1,1,1,1,1,1,1,0.982147762345679,0.982147762345679
1506,RRC0074,RRC0074__S_Kopra,3,C4-WZD-07,,ATL-,ATSLK27,0.9720100308641976,0.9973958333333334,0.9154050925925926,0.5823958333333332,1,0.8839699074074074,0.884741512345679,0.8153240740740741,0.9399151234567902,1,0.9570601851851852,1,0.9775462962962963,1,0.9729359567901235,1,0.9978973765432099,0.9913194444444444,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9443958333333333,0.9443958333333333
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#REF!,,,,,,,,,,,,,,#DIV/0!,,,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
,,,,,,,,#DIV/0!,,,,,,,,,,,,,,#DIV/0!,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,
