Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,TDT,T-Fuel,Occurrence ,Total NAR,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th,26th,27th,28th,29th,30th,31st,Fuel Total,MBU,OMO Host Name,Host ID,Type
1296,SKT0816,SKT0816__RangPura,3,C4-SKT-03,27,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1297,SKT4194,SKT4194__S_Sethi Plaza Sialkot_IESK0032,1,C4-SKT-03,,Jazz CP Prime,,,,,,,,,,,,,,5.083333333333333,,,,,,,,,,,,,,,,,,,5.083333333333333,,1,0.9998234953703704,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Micro
1298,RUR5764,RUR5764_H_Miani Madharian Wala Kalar Sialkot,3,C4-SKT-03,,Enfrashare,EC1-SKT-03413,,,,,,,,,,,,,,,,100.99999999999997,604.8833333333333,,,186.46666666666667,,,,,,,,,,,,892.35,,3,0.989671875,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1299,RUR8069,RUR8069_Hundal,3,C4-SKT-03,,CP Prime,,,,,,,,,,,,,,,,47.08333333333334,,,,,,,,,,,,,,,,,47.08333333333334,,1,0.9994550540123457,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1300,KLW9891,KLW9891__Kuluwal,3,C4-SKT-03,20Kva,Stand by,,,,,,,,,,,312.6666666666667,,,,1005.4166666666667,,,,,,,,,,,,,,,,,,1318.0833333333335,,2,0.9847444058641974,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1301,SKT3406,SKT3406__ZohralHospitalChwk,3,C4-SKT-03,31,Stand by,,,45.99999999999999,40.74999999999999,719.9499999999997,,,,,,,,,59.499999999999986,,,,,,,,,,,,,,,,,,,866.1999999999997,,4,0.989974537037037,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1302,SKT3809,SKT3809__RailwayStationSKT,3,C4-SKT-03,27,Stand by,,,,,,,,,,,,,373.33333333333337,73.08333333333333,,,,,,,685.4166666666667,,,,,,,,,,,,1131.8333333333335,,3,0.9869000771604938,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1303,SKT3091,SKT3091__S_Mubarak Pura_MDSK4184,3,C4-SKT-03,,GLO,,,,,,141.50000000000003,591.4833333333333,23.583333333333336,,,,,,,,464.33333333333326,279,24.75,187.38333333333335,,,,,,,,,,,,,,1712.0333333333335,,7,0.9801847993827161,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1304,SKT3605,SKT3605__BansanWalaBazar_WP,3,C4-SKT-03,30,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1305,SKT1603,SKT1603__S_Haji Pura_MDSK4180,3,C4-SKT-03,27,Stand by,,,,407.54999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.54999999999995,,1,0.9952829861111111,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1306,SKT4630,SKT4630__AbikRoad,4,C4-SKT-03,20,Stand by,,,,,,,,,,,,34.333333333333336,,,,865.3333333333333,544.5833333333333,157.33333333333337,,,,,,,,,,,,,,,1601.5833333333335,,4,0.9860973668981481,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1307,RUR8070,RUR8070__KharanayMoreBazzar,3,C4-SKT-03,27,Stand by,,,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,15.5,,1,0.999820601851852,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1308,SKT5806,SKT5806__S_Kharkana,3,C4-SKT-03,,Enfrashare,EC1-SKT-03282,,,,,,159.6333333333333,849.8166666666665,1761.4833333333343,1044.4166666666667,672.9833333333338,613.1999999999998,644.0833333333329,157.24999999999997,630.9000000000001,,,,,,,,,,,,,,,,,,6533.766666666668,,9,0.9243777006172839,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1309,RUR6099,RUR6099__S_SaidPur(NikkaSidhra)Warid_MDSK4000,3,C4-SKT-03,,CM Pak,5844,,,,5.499999999999999,,,,,,,,,,,5.000000000000001,,12.583333333333336,361.7499999999999,,,,,,,,,,,,,,384.8333333333332,,4,0.9955459104938272,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,CMPAK,C-RUR-5844,Macro
1310,SKT6122,SKT6122_S_Pakkikotli,3,C4-SKT-03,,Enfrashare,EC1-SKT-03565,,,2130.5499999999997,,330,,405.15000000000003,,,,,,,,,,,,,,,,,,,,,,,,,2865.7,,3,0.966832175925926,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1311,SKT5255,SKT5255__S_KotlaAmbanwalaVillage_CMPak42756,3,C4-SKT-03,,CM Pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,0,17063.61666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1312,SKT6137,SKT6137__S_AzamTower_TPLSK116,3,C4-SKT-03,,Telenor,LSK116,428.45000000000005,2274.7333333333336,,,1153.8000000000002,2595.866666666667,,,,,,,,,,,,,,183.33333333333331,,,,,,,,,,,,6636.183333333333,,5,0.9231923225308643,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1313,RUR5722,RUR5722__S_ChittiSheikhan_CMPak4992,3,C4-SKT-03,,CM Pak,4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1314,SKT3405,SKT3405__Silver_Star_RD,3,C4-SKT-03,30,Stand by,,,,,,,,,,,,,,,,,7.749999999999999,,,,,,,,,,,,,,,,7.749999999999999,,1,0.9999103009259259,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1315,RUR5143,RUR5143__S_Kalahrawan Warid_MDSK7567,3,C4-SKT-03,,PTCL,GTRP2085,,,,,,,,,,,,,,,,,25.999999999999996,,,,,,,,,,,,,,,25.999999999999996,,1,0.9996990740740741,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,PTCL,GTRP2085,Macro
1316,SKT4627,SKT4627__OHWT_GojraJAIL,4,C4-SKT-03,30,Stand by,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,1,0.9996527777777777,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1317,HWY5734,HWY35734__S_Ghuinke,3,C4-SKT-03,,Enfrashare,EC1-SMB-02849,,,,,,,,,,,,,,,,,,,310.3333333333333,,,,,,,,,,,,,310.3333333333333,,1,0.9964081790123457,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1318,RUR8072,RUR8072__KharotaSyedan,3,C4-SKT-03,,CP Prime,,,,,,,674.7500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,674.7500000000001,,1,0.9921903935185185,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1319,SKT3811,SKT3811__FazilChwkGulshan,3,C4-SKT-03,30,Stand by,,,,1366.3333333333335,776.3833333333333,,,,,,,,1077.3333333333333,452.16666666666663,,591.8333333333333,,,,,,,,,,,,,,,,,4264.05,,5,0.9506475694444444,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1320,SKT3357,SKT3357_UhallahShahabuddin,3,C4-SKT-03,20,Stand by,,,,,,,,,,,,,,,,,258.55,354.08333333333337,27.4,421.6833333333334,318.9999999999999,,,,,,,,,,,,1380.7166666666667,,5,0.9840194830246913,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1321,RUR0832,RUR0832_SagaSports,4,C4-SKT-03,30,Stand by,,,,68.91666666666667,,,,,,,,,,,,,,,,,98.33333333333331,,,,,,,,,,,,167.25,,2,0.9985481770833333,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1322,SKT0315,SKT0315__IndustrialEstateSkt,3,C4-SKT-03,27,Stand by,,,,,,,,,,,,,,,,,,321.91666666666663,,,422.4333333333334,,,,,,,,,,,,744.35,,2,0.991384837962963,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1323,SKT1182,SKT1182__S_Abbot Road_MDSK4174,4,C4-SKT-03,,CP Prime,,,,,,,,,,170,94.46666666666668,,,,,,,,,,,,,,,,,,,,,,264.4666666666667,,2,0.9977042824074074,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1324,SKT3200,SKT3200__GaudPur,3,C4-SKT-03,27,Stand by,,86.25,,,,,,,,,,,,,,,,,,21.75,26.333333333333336,,,,,,,,,,,,134.33333333333334,,3,0.9984452160493826,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1325,SKT4635,SKT4635__IslmiacollegeSKT,4,C4-SKT-03,,CP Prime,,,,,216.25000000000003,,,,,,,,,20.666666666666668,,,,,,,,,,,,,,,,,,,236.91666666666669,,2,0.997943431712963,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1326,SKT2115,SKT2115__S_DaskaRoad,3,C4-SKT-03,,UFONE,3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,UFone,3435,Macro
1327,SKT8946,SKT8946__ShabazClnyMhmdPur,3,C4-SKT-03,20,Stand by,,,,13.75,13.75,71.00000000000001,194.71666666666664,475.5666666666667,,,,,,15.5,,,316.4166666666667,,,,,,,,,,,,,,,,1100.7,,7,0.9872604166666666,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1328,SKT0721,SKT0721__HajiPura,3,C4-SKT-03,27,Stand by,,,,,,,,,,,,,,,,,13.25,261.09999999999997,,,,,,,,,,,,,,,274.34999999999997,,2,0.9968246527777778,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1329,SKT9850,SKT9850__MohallIslamPura,3,C4-SKT-03,,GLO,,,,,,290.25,,,,,,,,,,,,,,,,,,,,,,,,,,,290.25,,1,0.996640625,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
1330,SKT8756,SKT8756__S_BabaUmarShaheedGraveyard_CMPak43342,3,C4-SKT-03,,CM Pak,43342,282.83333333333337,221.16666666666669,233.45,239.5,203.75,133.75000000000003,121.5,266.83333333333337,213.25,201.08333333333334,275.74999999999994,118.5,431.5833333333333,80.5,474.2500000000001,441.91666666666663,102.75,776.5000000000002,201.89999999999998,570.5,,,,,,,,,,,,5591.266666666666,,20,0.9352862654320988,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,CMPak,43342,Macro
1331,SKT5805,SKT5805__S_AdalatGarh,3,C4-SKT-03,,Enfrashare,EC1-SKT-03279,,525.8000000000002,986.1999999999998,524.8333333333335,330.0833333333333,,400.7499999999999,,,,,,,,,,,,,,,,,,,,,,,,,2767.666666666667,,5,0.9679668209876543,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1332,SKT5746,SKT5746__S_Rangpura,3,C4-SKT-03,,Enfrashare,EC1-SKT-02135,1211.9999999999998,,,,419.7500000000001,,,,,,1506.8000000000002,,,,,,,,,,,,,,,,,,,,,3138.55,,3,0.9636741898148148,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1333,SKT6487,SKT6487__S_MahalKingra,3,C4-SKT-03,,ATL,ATSLK14,,,,,449.58333333333326,,,,,,,,,145.58333333333334,,,,,335.1166666666667,1439.983333333333,,,,,,,,,,,,2370.2666666666664,,4,0.9725663580246914,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
1334,SKT5831,SKT5831 LTE_SKT5831_H_Chenab Rangers Rd Saidanwali Sialkot,3,C4-SKT-03,,Enfrashare,EC1-SKT-07862,277.55,,,,408.9999999999999,,17.75,,,,,,,,,,,,,,,,,,,,,,,,,704.3,,3,0.9918483796296296,25782.433333333334,17822.833333333336,20200.933333333334,15564.266666666668,23708.43333333333,15377.866666666667,11160.566666666666,19108.25,7446.716666666666,12724.5,12717.133333333331,11993.966666666669,17792.05,14854.516666666668,20335.51666666667,17934.1,22964.816666666673,12796.016666666666,15577.116666666667,20787.38333333333,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
