Site Code,Site Name,Cells,New MBU,Priority,DG Rating,OMO,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,TDT,T-Fuel,Occurrence ,Total NAR,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th,26th,27th,28th,29th,30th,31st,Fuel Total,MBU,OMO Host Name,Host ID,Type
GJR5647,GJR5647__S_NearIkramHospital,3,C4-GRT-04,Platinum,,B2S,Enfrashare,EC1-GUT-02328,,,,,,,,,,,,,,,77.5,,,,,,,,,,,,,,,,,77.5,,1,0.9991030092592592,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
GUJ5317,GUJ5317__S_GulabPura_NEW,3,C4-GUJ-02,Elite,,B2S,Enfrashare,EC1-GUJ-00401,,,122.79999999999998,,,2625.05,,,251.58333333333331,412.7499999999999,,,464.59999999999997,133.48333333333332,,,314.25,,,588.4666666666667,,,,,,,,,,,,4912.983333333334,,8,0.9431367669753087,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-02,Enfra,,Macro
DHW6096,DHW6096__S_DhallewalWarid_MDSK1968,4,C4-SKT-03,Elite,,OMO,Ufone,7877,674.2500000000001,,,,1238,,2,913.8333333333333,,,,1069.0666666666668,,2,650.4166666666667,,123.66666666666667,,692.2833333333334,,,,,,,,,,,,,5365.516666666667,,9,0.9534243344907408,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,UFone,7877,Macro
GUJ5105,GUJ5105__S_Jamal Market Warid_MDGJ4151,3,C4-GUJ-01,Platinum,27,,,,,135.5,175.1666666666667,532.5833333333334,209,1584.6499999999999,96.13333333333333,,,,961.4999999999999,,987.1666666666667,38.49999999999999,1497.1666666666665,,,,,44.91666666666667,,,,,,,,,,,,6262.283333333334,,11,0.9275198688271605,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
GUJ6949,GUJ6949__JhangiVillage,3,C4-GUJ-01,Platinum,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
HFZ9634,HFZ9634__MadinaClnyHafizabad,3,C4-HFZ-06,Platinum,,B2S,Enfrashare,EC1-HFZ-00442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
SKT6377,SKT6377__S_Shahabpura,3,C4-SKT-03,Platinum,,B2S,E.co,e.coPK018507PU,52.5,90.24999999999999,,,1779.4666666666667,,,,,,,,,,,,,160.05,,57.75,,,,,,,,,,,,2140.016666666667,,5,0.9752312885802469,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
KHR0006,KHR0006__S_Kharian-1_MDKN2769,4,C4-MBD-08,Elite,,,GLO,,,,,,123.78333333333333,,,,773.4166666666669,,,2.083333333333333,,,,,938.0833333333334,,275.5,826.0833333333333,,,,,,,,,,,,2938.95,,6,0.9744882812500001,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
GUJ9446,GUJ9446__S_Qaddafi Rd Warid_MDGJ4640,3,C4-GUJ-02,Platinum,20,,,,133.58333333333331,29.083333333333336,,36.08333333333334,28.91666666666667,,,,,,,,22,,90.83333333333333,27.83333333333333,,53.35,497.59999999999997,42.25,,,,,,,,,,,,961.5333333333333,,10,0.9888711419753087,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-02,,,Macro
GUJ9418,GUJ9418__S_Faqirpura Warid_GJ4231,3,C4-GUJ-01,Elite,27,,,,153.25,310.5,304.16666666666663,164.58333333333331,224.6666666666667,58.25,588.75,71.58333333333333,,146.33333333333334,283.25,100.50000000000001,104.41666666666666,23.25,119.56666666666665,55.499999999999986,140.25000000000003,22.083333333333332,126.41666666666666,,,,,,,,,,,,,2997.316666666666,,18,0.9653088348765432,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
DSK5986,DSK5986__S_Moh Rajputan Warid_DK5527,3,C4-WZD-07,Elite,9,,,,,,446.0000000000001,,137.25,,,,292.25,,,,,,,545.6333333333336,,13.666666666666666,,,,,,,,,,,,,,1434.8000000000004,,5,0.9833935185185184,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-WZD-07,,,Macro
DSK5985,DSK5985__S_Circular RD Warid_DK5757,3,C4-WZD-07,Elite,27,,,,,,446.33333333333326,,,,,,50.24999999999999,,,,,,,32.00000000000001,,,,60,,,,,,,,,,,,588.5833333333333,,4,0.9931876929012345,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-WZD-07,,,Macro
GJR0796,GJR0796__ZahoorPalace,3,C4-GRT-04,Elite,27,,,,,,,,,,,,,,,13.416666666666668,,19.25,,88.16666666666664,910.4666666666668,,,,,,,,,,,,,,,1031.3000000000002,,4,0.9880636574074074,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
GUJ5873,GUJ5873__S_Kangniwala_CMPak42617,3,C4-GUJ-01,Elite,,OMO,CMPak,CMPak42617,364.0833333333334,850.1666666666666,1390.25,429,1438.2333333333333,18.5,955.7166666666667,55.25,,1557.2333333333333,111.05000000000001,1604.5666666666666,,348.50000000000006,395.75,484.66666666666674,1995.1666666666667,144.83333333333334,1362.0500000000002,,,,,,,,,,,,,13505.016666666666,,17,0.843691936728395,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
KMK6923,KMK6923__SadruddinKamonki,3,C4-GUJ-01,Elite,30,,,,,,,,23,,,,39.24999999999999,,,,,,,,,,,,,,,,,,,,,,,62.24999999999999,,2,0.9992795138888888,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
DHW6981,DHW6981__ChakralaSialkot,3,C4-SKT-03,Platinum,27,,,,356.08333333333337,,,,175,,284.75,98.65,215.91666666666666,85.19999999999999,,,,,413.8166666666667,,,,66.9,,,,,,,,,,,,,1696.316666666667,,8,0.9803667052469136,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
JPB1369,JPB1369_Khokhar_Market,3,C4-HFZ-06,Elite,20,,,,,,14.25,,,,154.83333333333334,42.75,,,,,,60.916666666666664,,34.75,19.083333333333336,,17.333333333333332,22.833333333333336,,,,,,,,,,,,366.74999999999994,,8,0.9957552083333333,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
GUJ9420,GUJ9420__S_Moh Pondawala Warid_GJ4729,3,C4-GUJ-01,Platinum,,OMO,CMPak,7242,120.49999999999997,1184.5833333333335,620.7833333333334,348.0833333333333,,1740.8333333333335,55.833333333333336,458.25,,,,,,,,,,,190.7166666666666,,,,,,,,,,,,,4719.583333333333,,8,0.9453751929012345,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,CMPAK,7242,Macro
SCK9900,SCK9900__KotFazal,3,C4-HFZ-06,Platinum,9,,,,,,,,,,,,,,,,,,248.41666666666669,,,,,,,,,,,,,,,,,248.41666666666669,,1,0.9971248070987655,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
GFG9668,GFG9668__S_LubbanPulyStop_Warid_MR485355,4,C4-NRW-05,Platinum,30,,,,,,,19.333333333333332,,,,,,,,160,,,488.0833333333333,,,,,9.583333333333332,,,,,,,,,,,,677,,4,0.9941232638888888,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-NRW-05,,,Macro
HFZ9797,HFZ9797__Mohalah_pir_kaly,3,C4-HFZ-06,Elite,27,,,,,,45.33333333333333,,,140,,,,153.75,169.83333333333334,,,226.24999999999997,,,,,22.75,,,,,,,,,,,,,757.9166666666666,,6,0.9912278163580247,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
NRW5820,NRW5820_H_Ransinwal road Narowal,3,C4-NRW-05,Platinum,,B2S,Enfrashare,EC1-NRW-07811,,,,1.583333333333333,450.41666666666663,,,221.5,,,,,,,388.5,,,,,,,,,,,,,,,,,1062,,4,0.9877083333333333,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-NRW-05,,,Macro
GUJ6135,GUJ6135__S_NabiPura_CMPak4087,3,C4-GUJ-01,Platinum,,OMO,CMPak,CMPak4087,114.5,579.4666666666665,1131.0833333333333,752.0000000000001,1137.5,,459,,,1262.4,15.5,1326.2499999999998,,,135.75,1050.5,2107.8166666666666,,1052.9666666666667,,,,,,,,,,,,,11124.733333333334,,13,0.871241512345679,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
GUJ0279,GUJ0279__SatelliteTownGujw,3,C4-GUJ-01,Platinum,9,,,,,,294.8333333333333,189.25000000000003,,23.5,,,,,304.33333333333337,26.250000000000004,,,,,,,,,,,,,,,,,,,,838.1666666666667,,5,0.9902989969135803,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
SKT4153,SKT4153__SherayWaliKhankah,3,C4-SKT-03,Platinum,30,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,16,,1,0.9998148148148148,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
BGL1622,BGL1622__S_Village_Malka_MDKN3890,4,C4-GRT-04,Platinum,20,,,,,,,,,,,,,,,,,,,,300.6666666666667,,,678.6666666666666,,,,,,,,,,,,979.3333333333333,,2,0.9914988425925926,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
GJA6164,GJA6164__S_Dairah_NazarMGondal_MandiBahaodin warid_MR335411,4,C4-MBD-08,Elite,20,,,,,,86.91666666666669,,,,,,,,,,,,,,,9.333333333333332,17.750000000000004,,,,,,,,,,,,,114.00000000000001,,3,0.9990104166666667,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
SKK3610,SKK3610__InayatpuraHafiz,3,C4-HFZ-06,Platinum,,,GLO,,128.45000000000002,37.5,108.16666666666669,,,,,,,,,261.05,71.23333333333333,145.60000000000002,301.34999999999997,171.95,68.00000000000001,,,,,,,,,,,,,,,1293.3000000000002,,9,0.98503125,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
HWY6907,HWY6907__SuperRiceMillKamonki,3,C4-GUJ-01,Elite,20,,,,,,34.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.75,,1,0.999597800925926,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
RUR6547,RUR6547__S_Daluwali,3,C4-SKT-03,Platinum,,B2S,Enfrashare,EC1-SKT-04954,,1121.9166666666667,,,,,,,,69.75,,,,382.5833333333333,175.24999999999997,1404.7000000000005,38.25,603.6666666666665,282.24999999999994,,,,,,,,,,,,,4078.3666666666672,,8,0.9527966820987654,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
GUJ9942,GUJ9942__JamiaHanifa,3,C4-GUJ-02,Elite,30,,,,,,,,,15.05,358.3166666666667,,,,,,,,,,,,266,875.5833333333339,,,,,,,,,,,,1514.9500000000007,,4,0.9824658564814814,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-02,,,Macro
KHJ6979,KHJ6979__KhujianwalaGujrat,3,C4-MBD-08,Platinum,,,GLO,,,,,,,,,,2.5,,,,,,,,,,,234.25,,,,,,,,,,,,236.75,,2,0.9972598379629629,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
KMK4469,KMK4469__AlilHospitalGTRd,3,C4-GUJ-01,Elite,,,GLO,,,,,98.41666666666669,2021.3333333333335,,,3,14,,813.3333333333333,,,,,,,,,,,,,,,,,,,,,2950.083333333333,,5,0.9658555169753086,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
RUR0803,RUR0803__Khar,3,C4-HFZ-06,Platinum,,,GLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
RUR5976,RUR5976__S_Othian Warid_625367,3,C4-WZD-07,Platinum,,,GLO,,445.1833333333333,1079.5666666666666,38.04999999999999,94.48333333333333,,,,77.25,1060.883333333333,1139.85,,,310.16666666666674,5.000000000000001,,130.24999999999997,,,,281.16666666666663,,,,,,,,,,,,4661.849999999999,,11,0.9460434027777778,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-WZD-07,,,Macro
GUJ9809,GUJ9809__PeopleColonyS2,3,C4-GUJ-01,Elite,30,,,,,,178.00000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.00000000000003,,1,0.9979398148148149,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
GUJ4658,GUJ4658__Peoplesclnychowk,3,C4-GUJ-01,Elite,9,,,,80,876.9666666666667,358.30000000000007,157,187.00000000000003,59.08333333333333,280,70.5,,43.25,42.083333333333336,134.75,184.83333333333331,135.41666666666666,137.91666666666669,74.75000000000001,202.50000000000003,80.00000000000001,179.33333333333334,,,,,,,,,,,,,3283.683333333334,,18,0.9619944058641976,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
GUJ4662,GUJ4662__KhyaliBypass,3,C4-GUJ-01,Platinum,,,GLO,,,,425.5833333333333,20.166666666666668,25.999999999999996,,166.58333333333334,,,345.50000000000006,32.75,,,,,,,,,,,,,,,,,,,,,1016.5833333333335,,6,0.9882339891975309,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
RUR5628,RUR5628__S_Khaner,3,C4-NRW-05,Elite,,B2S,Enfrashare,EC1-NRW-01979,,,,,,138.5,,,749.25,,,725.0833333333335,,,,711.9999999999999,,,744.9166666666665,197.83333333333334,,,,,,,,,,,,3267.5833333333335,,6,0.9621807484567901,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-NRW-05,,,Macro
RUR3737,RUR3737__GUJThakarkay,3,C4-HFZ-06,Platinum,9,,,,,,,118.08333333333336,,,,,,246.00000000000009,,,,,,,,,675.8333333333336,,,,,,,,,,,,,1039.916666666667,,3,0.9879639274691359,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
