Site Code,Site Name,Cells,New MBU,Priority,DG Rating,OMO,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,TDT,T-Fuel,Occurrence ,Total NAR,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th,26th,27th,28th,29th,30th,31st,Fuel Total,MBU,OMO Host Name,Host ID,Type
GUJ0081,GUJ0081__MetalWorks,3,C4-GUJ-02,Platinum,20,,,,,,,,,340.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,340.6666666666667,,1,0.9960570987654321,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-02,,,Macro
TKW9893,TKW9893__Ballay_Wali,3,C4-GUJ-01,Platinum,9,,,,47.58333333333333,,148.8,106.29999999999998,,,,78,,,,,45.24999999999999,21.5,20.5,132.75,13.25,,16.333333333333336,313,,,,,,,,,,,,943.2666666666667,,11,0.989082561728395,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
GUJ3346,GUJ3346__KachaFatomand,3,C4-GUJ-01,Platinum,30,,,,20.25,,,20.25,,20.083333333333336,,,42.5,,194.49999999999997,19.75,20.25,,,40.75,40.16666666666667,161.75,,20.25,,,,,,,,,,,,600.5,,11,0.9930497685185184,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
RUR4621,RUR4621__Solary_town_Zafarwai,3,C4-NRW-05,Elite,20,,,,,,,,,,,,33.166666666666664,,,208.5,13.833333333333334,,,177.41666666666666,,,500.83333333333326,,,,,,,,,,,,,933.7499999999999,,5,0.9891927083333333,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-NRW-05,,,Macro
RUR5827,RUR5827_H_Phagwari Narowal,3,C4-NRW-05,Platinum,,B2S,Enfrashare,EC1-SKG-07814,,,,,159,,,,106.99999999999997,,,,,,,,,,,,,,,,,,,,,,,266,,2,0.9969212962962963,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-NRW-05,,,Macro
NVK6925,NVK6925__MattoBaikayRd,3,C4-HFZ-06,Platinum,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
KTN9623,KTN9623__KotNainaShkrGrh_PT,4,C4-NRW-05,Platinum,30,,,,,,,,,,,,100.08333333333333,,,,,350.58333333333337,,,,,418.3333333333333,,,,,,,,,,,,,869,,3,0.9924565972222222,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-NRW-05,,,Macro
MBN6443,MBN6443__S_GulbargTown,3,C4-MBD-08,Platinum,,B2S,E.co,e.coPK018662PU,340.5,241.99999999999997,90.58333333333334,618.9166666666663,724.3333333333335,535.8166666666665,985.9666666666667,54.58333333333334,953.5833333333333,316.65000000000003,381.91666666666663,398.0000000000001,,429.66666666666674,,,,,,,,,,,,,,,,,,6072.516666666666,,13,0.9297162422839506,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
HFZ3846,HFZ3846__AddaShahJamalJalalP,3,C4-HFZ-06,Elite,20,,,,9.333333333333334,,,,,,,9.333333333333334,,,9.333333333333334,,,,9,,,,,9.583333333333334,,,,,,,,,,,,46.583333333333336,,5,0.9994608410493826,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
RUR5764,RUR5764_H_Miani Madharian Wala Kalar Sialkot,3,C4-SKT-03,Platinum,,B2S,Enfrashare,EC1-SKT-03413,,,,,,,,,,,,,,,,100.99999999999997,604.8833333333333,,,186.46666666666667,,,,,,,,,,,,892.35,,3,0.989671875,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
DNG6228,DNG6228__S_Mohalla_Kisabaan_MDLM2862,4,C4-MBD-08,Elite,31,,,,,,,,,,,,,,104.58333333333333,,,,,,,148.75000000000003,142.5,,,,,,,,,,,,,395.83333333333337,,3,0.9965639467592592,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
KTL4948,KTL4948__KotliLoharanEast,4,C4-SKT-03,Elite,27,,,,,763.0833333333333,94.66666666666667,,,808.0833333333334,1036.3,,,,,,2076.6833333333343,3019.3833333333346,1931.8166666666664,4.583333333333333,482.8333333333333,,368.2,2711.783333333333,,,,,,,,,,,,13297.41666666667,,11,0.8845710358796296,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
SKT4186,SKT4186__S_Doburji_Malian_Pasroor_Road_MDSK4271,3,C4-SKT-03,Elite,30,,,,210,,,,,,,,,,,,,,,,,320.19999999999993,829.5833333333333,,,,,,,,,,,,,1359.7833333333333,,3,0.9842617669753086,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
DNG6229,DNG6229__S_Mohallah_Baggi_MDLM2861,3,C4-MBD-08,Elite,20,,,,,,,95.25,,,44.75,267.5,,,,,,,,,,35.91666666666666,,57.999999999999986,,,,,,,,,,,,501.41666666666663,,5,0.9941965663580247,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
SKT9482,SKT9482__S_Model Town SKT_MDSK4179,3,C4-SKT-03,Elite,27,,,,213.66666666666663,,,1455.45,643.2666666666667,,,,154.99999999999997,529.2500000000001,,,,,,,533.4166666666667,,311.25,,,,,,,,,,,,,3841.3,,7,0.9555405092592593,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
NVK3239,NVK3239__KaryalRoad,3,C4-HFZ-06,Elite,20,,,,116.75000000000001,146.83333333333331,214.58333333333337,695.5,138.49999999999997,149.63333333333333,358.4166666666667,186.58333333333337,111.00000000000001,163.3333333333334,74.41666666666667,204.9166666666666,113.25,135,255.75000000000006,92.25000000000003,94.50000000000001,151.66666666666669,283.16666666666663,371.4666666666666,,,,,,,,,,,,4057.5166666666664,,20,0.9530380015432098,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
GUJ9453,GUJ9453__S_Chuhanwala Warid_MDGJ1834,3,C4-GUJ-02,Platinum,,,GLO,,,,,,,,,,,,,6.500000000000001,,,,,,,,,,,,,,,,,,,,6.500000000000001,,1,0.9999247685185185,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-02,,,Macro
RUR1084,RUR1084__Marajkae,3,C4-SKT-03,Elite,30,,,,,,,,,,,52.55000000000001,,393.24999999999983,,,,,12.333333333333336,,9.916666666666668,,,,,,,,,,,,,,,468.04999999999984,,4,0.9945827546296296,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
GUJ1467,GUJ1467__GardenTown ,5,C4-GUJ-02,Elite,20,,,,,,,,,,,,,,,,,,282.08333333333326,498.33333333333337,194.58333333333331,438.00000000000006,195.91666666666663,1003.1666666666658,,,,,,,,,,,,2612.083333333332,,6,0.9818605324074074,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-02,,,Macro
GUJ9999,GUJ9999__MohallIslam_Pura,3,C4-GUJ-01,Elite,30,,,,,68.00000000000001,,,,,,,,,,,,81.99999999999999,,,48.999999999999986,,,96.75,,,,,,,,,,,,295.75,,4,0.9965769675925925,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
SKL9912,SKL9912__ChakSada,4,C4-GRT-04,Platinum,27,,,,,,,,,41.249999999999986,,,,,,,,,,,,475.49999999999994,,,,,,,,,,,,,,516.7499999999999,,2,0.9955143229166667,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
RUR1968,RUR1968__Kingra_New,3,C4-NRW-05,Elite,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-NRW-05,,,Macro
GJR6251,GJR6251__S_Shadman_MDGU4208,3,C4-GRT-04,Platinum,30Kva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
QDS4170,QDS4170__HFZRdQilaDidarSingh,3,C4-HFZ-06,Elite,20,,,,156.8166666666667,143.2333333333333,45.75,,125.00000000000001,389.0833333333333,426.5166666666666,382.85,36.99999999999999,100.2,,,,,,356.3333333333333,,,,,,,,,,,,,,,,2162.7833333333333,,10,0.9749677854938271,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
GUJ9515,GUJ9515__S_Rahwali _GJ4165,3,C4-GUJ-02,Elite,20,,,,77.33333333333334,469.50000000000006,439.33333333333303,477.66666666666663,,281.5,371.0000000000001,232.66666666666663,,366.3333333333334,,,167.25000000000003,,,,387.1666666666667,,,15.75,,,,,,,,,,,,3285.4999999999995,,11,0.9619733796296296,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-02,,,Macro
GUJ9509,GUJ9509__S_Sabzi_Mandi_GT_Road_GJ4238,3,C4-GUJ-02,Elite,9,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,29,,1,0.9996643518518519,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-02,,,Macro
SKT9479,SKT9479__S_Mohalla_Bhankan_Sharif_MDSK4287,3,C4-SKT-03,Platinum,30,,,,,,,,,,134.33333333333331,,,,,,,,,,,296.0833333333333,,244.5,,,,,,,,,,,,674.9166666666666,,3,0.9921884645061728,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
DSK3893,DSK3893__JamkeRd,3,C4-WZD-07,Platinum,27,,,,,89.66666666666667,,266.05,,188.58333333333337,192.66666666666663,481.8,,,,1128.6999999999998,,,,359.7500000000001,,,328.25000000000006,,,,,,,,,,,,,3035.4666666666662,,8,0.9648672839506173,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-WZD-07,,,Macro
SKT3020,SKT3020__SehroshPublicSchool,3,C4-SKT-03,Elite,,,GLO,,,,,,244.16666666666666,187.24999999999997,,,,,,,386.0833333333333,,,,117.25000000000001,15.5,,,,,,,,,,,,,,950.25,,5,0.9890017361111112,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
KMK4470,KMK4470__AliArcadeGTRoad,4,C4-GUJ-01,Elite,20,,,,,,,177.5833333333334,291.35,,,,,,,,,,,,,,,,,,,,,,,,,,,468.9333333333334,,2,0.9959293981481481,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
SKG4022,SKG4022__RailwayRoad,4,C4-NRW-05,Elite,33,,,,,,,,4.749999999999999,,56.66666666666666,135,,226.33333333333334,17.333333333333336,,,,48.75,17.5,,106.25,327.8166666666667,371.83333333333326,,,,,,,,,,,,1312.2333333333331,,10,0.9886090856481482,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-NRW-05,,,Macro
SKT5487,SKT5487__S_AkbarAbad,3,C4-SKT-03,Elite,,B2S,Enfrashare,EC1-SKT-02173,,,,980.8166666666665,,,,96.89999999999999,,,,,34.16666666666666,876.4166666666666,707.5500000000001,738.75,13.5,,1.666666666666667,530.25,,,,,,,,,,,,3980.0166666666664,,9,0.9539349922839506,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,Enfra,,Macro
SKT3091,SKT3091__S_Mubarak Pura_MDSK4184,3,C4-SKT-03,Elite,,,GLO,,,,,,141.50000000000003,591.4833333333333,23.583333333333336,,,,,,,,464.33333333333326,279,24.75,187.38333333333335,,,,,,,,,,,,,,1712.0333333333335,,7,0.9801847993827161,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
HFQ6172,HFQ6172__S_Head_Faqeeriyan_MandiBahaodin warid_MR335412,3,C4-MBD-08,Platinum,,,GLO,,,,,,,,,,,,,,,,,,,326.00000000000006,,,,,,,,,,,,,,326.00000000000006,,1,0.9962268518518519,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
RUR5470,RUR5470__S_Dulchike,3,C4-WZD-07,Platinum,,B2S,E.Co,e.coPK016942PU,623.5333333333331,768.25,204.7,86.5,642.3333333333333,214.33333333333334,,,,2.166666666666667,,,,,,,,,,,,,,,,,,,,,,2541.8166666666666,,7,0.970580825617284,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-WZD-07,E.Co,,Macro
HWY3259,HWY3259__JINNAH_ABADIwarid_MR1V3639,4,C4-MBD-08,Platinum,20,,,,109.20000000000002,,,,43.41666666666667,40.08333333333333,286.49999999999994,,,135.83333333333331,,,,,,,90.16666666666669,46.333333333333336,70.83333333333334,131.58333333333334,,,,,,,,,,,,953.9500000000002,,9,0.9917191840277778,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
GUJ3338,GUJ3338__ChaudhryPlaza,3,C4-GUJ-02,Elite,9,,,,,193.75,,271,195.83333333333331,,,,,,21.5,,164.58333333333334,,,,,259.08333333333337,,318.75,,,,,,,,,,,,1424.5,,7,0.9835127314814816,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-02,,,Macro
SKT6056,SKT6056__S_MalkayKalanRd,3,C4-SKT-03,Platinum,,B2S,E.co,e.coPK015661PU,,,,,230.08333333333334,,,,,,59.750000000000014,,,,,3.166666666666666,151.99999999999997,845.4166666666665,,,,,,,,,,,,,,1290.4166666666665,,5,0.9850646219135802,25409.183333333334,27050.466666666664,29322.38333333333,24979.799999999996,28177.56666666666,28696.116666666665,14469.016666666668,17927.96666666667,12216.933333333332,13373.666666666666,17598.149999999998,18424.466666666664,20760.149999999998,11901.583333333334,20600.199999999997,22501.166666666664,21308.53333333333,18479.983333333337,31927.183333333323,32526.84999999999,0,0,0,0,0,0,0,0,0,0,0,0,C4-SKT-03,,,Macro
GUJ9449,GUJ9449__S_Saddar Thana Warid_MDGJ4156,3,C4-GUJ-01,Elite,,,GLO,,,,,,,,,,,53.08333333333334,112.44999999999999,642.0333333333333,97.16666666666666,,,,,,481.83333333333326,,,,,,,,,,,,,1386.5666666666666,,5,0.983951774691358,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-GUJ-01,,,Macro
HFZ9403,HFZ9403__S_Alipur Rd Warid_HF4172,3,C4-HFZ-06,Elite,27,,,,,,,,,,,,,,,,,457.9999999999999,,,,,,,,,,,,,,,,,,457.9999999999999,,1,0.9946990740740741,28046.349999999995,28907.483333333323,29947.399999999994,21038.53333333333,27157.233333333344,36100.56666666668,32910.850000000006,18900.216666666664,16157.333333333336,23390.2,20112.26666666666,17934.683333333334,23331.583333333336,17603.583333333332,15310.583333333336,23890.666666666668,42937.78333333333,28522.01666666667,36515.650000000016,40095.18333333334,0,0,0,0,0,0,0,0,0,0,0,0,C4-HFZ-06,,,Macro
