Code,Vendor,BSC,Site,Sector,Occurring,Clearing,DT,SiteType,Priority,Type,Region,Sub-Region,Comm_Region,OSV,Proposed Region,Zone,MBU#,RBU,hour,minute,SiteCode,NoofCells,Outage Level,SITE,OCC,CLR,ALARM,Corelation Reason,Reason Category,Detailed Category,General,Reasons,Deodar/NonDeodar,,,
KQD5526,Huawei,GUJ004H__Pindibypass_01,KQD5526_H_Khanqah Dogran Nankana Sahib,KQD35526_H_Khanqah Dogran Nankana Sahib,2026-08-01 21:52:42,2026-08-01 22:02:52,10.16666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,9,C4-HFZ-06,Central A,21,52,KQD5526,3,Site,KQD5526_H_Khanqah Dogran Nankana Sahib,2026-08-01 21:51:45,2026-08-01 21:59:18,MF,Suspected Power Issue,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/Enfra/wapda prime/wapda outage,,
KRW6447,Huawei,SKT003H__IndustrialEstate_SKT_3,KRW6447__S_PoliceStation_CMPak42464,KRW16447__S_PoliceStation_CMPak42464,2026-08-01 22:37:09,2026-08-01 23:22:04,44.91666666666666,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-GRT-04,Central A,22,37,KRW6447,3,Site,,,,,,Power Issue On OMO,Shared,Shared,OMO,Non Deodar,OMO/ZONG/CP only/Area CP outage,,
KRW6447,Huawei,SKT003H__IndustrialEstate_SKT_3,KRW6447__S_PoliceStation_CMPak42464,KRW26447__S_PoliceStation_CMPak42464,2026-08-01 22:37:09,2026-08-01 23:22:04,44.91666666666666,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-GRT-04,Central A,22,37,KRW6447,3,Site,,,,,,Power Issue On OMO,Shared,Shared,OMO,Non Deodar,OMO/ZONG/CP only/Area CP outage,,
KRW6447,Huawei,SKT003H__IndustrialEstate_SKT_3,KRW6447__S_PoliceStation_CMPak42464,KRW36447__S_PoliceStation_CMPak42464,2026-08-01 22:37:09,2026-08-01 23:21:59,44.83333333333334,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-GRT-04,Central A,22,37,KRW6447,3,Site,,,,,,Power Issue On OMO,Shared,Shared,OMO,Non Deodar,OMO/ZONG/CP only/Area CP outage,,
MBN5670,Huawei,GUJ004H__Pindibypass_01,MBN5670_H_Rehmanpura Mandi Bahauddin_Relocation_MBN5548,MBN15670_H_Rehmanpura Mandi Bahauddin_Relocation_MBN5548,2026-08-01 19:49:42,2026-08-01 19:54:02,4.333333333333333,General,General,Macro,Central A,No,Central 4,Huawei,R1,28,C4-MBD-08,Central A,19,49,MBN5670,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN5670,Huawei,GUJ004H__Pindibypass_01,MBN5670_H_Rehmanpura Mandi Bahauddin_Relocation_MBN5548,MBN25670_H_Rehmanpura Mandi Bahauddin_Relocation_MBN5548,2026-08-01 19:49:42,2026-08-01 19:54:02,4.333333333333333,General,General,Macro,Central A,No,Central 4,Huawei,R1,28,C4-MBD-08,Central A,19,49,MBN5670,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN5670,Huawei,GUJ004H__Pindibypass_01,MBN5670_H_Rehmanpura Mandi Bahauddin_Relocation_MBN5548,MBN35670_H_Rehmanpura Mandi Bahauddin_Relocation_MBN5548,2026-08-01 19:49:42,2026-08-01 19:54:02,4.333333333333333,General,General,Macro,Central A,No,Central 4,Huawei,R1,28,C4-MBD-08,Central A,19,49,MBN5670,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN16233__S_Main_City_Bazar_MDMB4173,2026-08-01 05:25:54,2026-08-01 05:30:24,4.5,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,5,25,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN26233__S_Main_City_Bazar_MDMB4173,2026-08-01 05:25:54,2026-08-01 05:30:24,4.5,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,5,25,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN36233__S_Main_City_Bazar_MDMB4173,2026-08-01 05:25:54,2026-08-01 05:30:24,4.5,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,5,25,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN26233__S_Main_City_Bazar_MDMB4173,2026-08-01 13:56:14,2026-08-01 14:00:49,4.583333333333333,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,13,56,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN36233__S_Main_City_Bazar_MDMB4173,2026-08-01 13:56:14,2026-08-01 14:00:49,4.583333333333333,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,13,56,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN16233__S_Main_City_Bazar_MDMB4173,2026-08-01 13:56:14,2026-08-01 14:00:49,4.583333333333333,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,13,56,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN36233__S_Main_City_Bazar_MDMB4173,2026-08-01 14:16:37,2026-08-01 14:21:12,4.583333333333333,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,14,16,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN26233__S_Main_City_Bazar_MDMB4173,2026-08-01 14:16:37,2026-08-01 14:21:12,4.583333333333333,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,14,16,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN16233__S_Main_City_Bazar_MDMB4173,2026-08-01 14:16:37,2026-08-01 14:21:12,4.583333333333333,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,14,16,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN16233__S_Main_City_Bazar_MDMB4173,2026-08-01 19:49:43,2026-08-01 19:54:18,4.583333333333333,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,19,49,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN36233__S_Main_City_Bazar_MDMB4173,2026-08-01 19:49:43,2026-08-01 19:54:23,4.666666666666667,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,19,49,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN26233__S_Main_City_Bazar_MDMB4173,2026-08-01 19:49:43,2026-08-01 19:54:23,4.666666666666667,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,19,49,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN16233__S_Main_City_Bazar_MDMB4173,2026-08-01 20:42:28,2026-08-01 20:47:08,4.666666666666667,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,20,42,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN26233__S_Main_City_Bazar_MDMB4173,2026-08-01 20:42:28,2026-08-01 20:47:08,4.666666666666667,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,20,42,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN36233__S_Main_City_Bazar_MDMB4173,2026-08-01 20:42:28,2026-08-01 20:47:08,4.666666666666667,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,20,42,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN16233__S_Main_City_Bazar_MDMB4173,2026-08-01 21:48:53,2026-08-01 21:53:33,4.666666666666667,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,21,48,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN36233__S_Main_City_Bazar_MDMB4173,2026-08-01 21:48:53,2026-08-01 21:53:33,4.666666666666667,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,21,48,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6233,Huawei,GUJ004H__Pindibypass_01,MBN6233__S_Main_City_Bazar_MDMB4173,MBN26233__S_Main_City_Bazar_MDMB4173,2026-08-01 21:48:53,2026-08-01 21:53:33,4.666666666666667,Platinum,Platinum,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,21,48,MBN6233,3,Site,,,,,,Zero or Low Battery Backup,Power,Power,BB Zero,Deodar,BB ZERO,,
MBN6234,Huawei,GUJ004H__Pindibypass_01,MBN6234__S_Mandibhauddin_Bazar_1_OEMB0247,MBN26234__S_Mandibhauddin_Bazar_1_OEMB0247,2026-08-01 22:13:44,2026-08-01 22:20:49,7.083333333333333,General,General,Micro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,22,13,MBN6234,2,Site,,,,,,Genset not available / Site Only On Wapda,Power,Power,Wapda Prime/DG NA,Non Deodar,mini/wapda prime,,
MBN6234,Huawei,GUJ004H__Pindibypass_01,MBN6234__S_Mandibhauddin_Bazar_1_OEMB0247,MBN16234__S_Mandibhauddin_Bazar_1_OEMB0247,2026-08-01 22:13:49,2026-08-01 22:20:49,7,General,General,Micro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,22,13,MBN6234,2,Site,,,,,,Genset not available / Site Only On Wapda,Power,Power,Wapda Prime/DG NA,Non Deodar,mini/wapda prime,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 14:18:51,2026-08-01 14:29:46,10.91666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,14,18,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 14:36:06,2026-08-01 14:46:56,10.83333333333333,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,14,36,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 14:59:36,2026-08-01 15:12:16,12.66666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,14,59,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 15:19:36,2026-08-01 15:30:21,10.75,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,15,19,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 15:41:01,2026-08-01 15:51:51,10.83333333333333,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,15,41,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 15:55:46,2026-08-01 16:06:36,10.83333333333333,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,15,55,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 16:02:26,2026-08-01 16:14:56,12.5,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,16,2,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 16:17:26,2026-08-01 16:28:16,10.83333333333333,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,16,17,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 16:20:11,2026-08-01 16:31:06,10.91666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,16,20,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 16:32:46,2026-08-01 16:43:26,10.66666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,16,32,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN16443__S_GulbargTown,2026-08-01 16:32:46,2026-08-01 16:43:26,10.66666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,16,32,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 16:32:46,2026-08-01 16:43:26,10.66666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,16,32,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 17:00:04,2026-08-01 17:10:59,10.91666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,17,0,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 17:24:29,2026-08-01 17:35:24,10.91666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,17,24,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 17:42:54,2026-08-01 17:56:04,13.16666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,17,42,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 17:59:29,2026-08-01 18:14:59,15.5,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,17,59,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN16443__S_GulbargTown,2026-08-01 18:05:24,2026-08-01 18:14:59,9.583333333333334,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,18,5,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 18:05:24,2026-08-01 18:14:59,9.583333333333334,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,18,5,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 18:23:49,2026-08-01 18:28:04,4.25,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,18,23,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 18:23:49,2026-08-01 18:28:04,4.25,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,18,23,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN16443__S_GulbargTown,2026-08-01 18:23:49,2026-08-01 18:28:04,4.25,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,18,23,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN16443__S_GulbargTown,2026-08-01 18:43:24,2026-08-01 18:48:14,4.833333333333333,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,18,43,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 18:43:24,2026-08-01 18:48:09,4.75,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,18,43,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 18:43:24,2026-08-01 18:48:09,4.75,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,18,43,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN16443__S_GulbargTown,2026-08-01 19:39:34,2026-08-01 19:54:19,14.75,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,19,39,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 19:39:34,2026-08-01 19:54:19,14.75,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,19,39,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 19:39:34,2026-08-01 19:54:19,14.75,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,19,39,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 20:30:54,2026-08-01 20:41:44,10.83333333333333,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,20,30,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN16443__S_GulbargTown,2026-08-01 21:09:04,2026-08-01 21:19:59,10.91666666666667,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,21,9,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN16443__S_GulbargTown,2026-08-01 21:36:20,2026-08-01 21:47:10,10.83333333333333,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,21,36,MBN6443,3,Cell,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN36443__S_GulbargTown,2026-08-01 22:12:35,2026-08-01 22:20:05,7.5,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,22,12,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN16443__S_GulbargTown,2026-08-01 22:13:20,2026-08-01 22:20:05,6.75,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,22,13,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN26443__S_GulbargTown,2026-08-01 22:13:20,2026-08-01 22:20:05,6.75,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,22,13,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
MBN6443,Huawei,GUJ004H__Pindibypass_01,MBN6443__S_GulbargTown,MBN16443__S_GulbargTown,2026-08-01 22:27:20,2026-08-01 22:31:35,4.25,General,General,Macro,Central A,No,Central 4,Huawei,R1,10,C4-MBD-08,Central A,22,27,MBN6443,3,Site,,,,,,"B2S/Exclusion- Good Grid Site , CP Prolonged Outage",Shared,Shared,B2S,Non Deodar,B2s/E.Co/wapda prime/wapda outage,,
