Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,January TDT,January NAR,February TDT,February NAR,March TDT,March NAR,April TDT,April NAR,May TDT,May NAR,June TDT,June NAR,July TDT,July NAR,August TDT,August NAR,September TDT,September NAR,October TDT,October NAR,Nov TDT,Nov NAR,Dec TDT,Dec NAR,Jan 2026 TDT,Jan NAR,Feb 2026 TDT,Feb NAR,Mar 2026 TDT,Mar NAR,April 2026 TDT,April NAR,May 2026 TDT,May NAR,June 2026 TDT,June NAR 2026,Jul 2026 TDT,Jul NAR 2026
252,SKT9472,SKT9472__S_Muslim Town SKT_MDSK4175,3,C4-SKT-03,27,,,127.58333333333334,0.9990155606995884,276.6666666666667,0.9978652263374486,0,1,436.20000000000005,0.9966342592592592,2566.666666666666,0.9801954732510287,2798.583333333333,0.9784059927983538,2849.2500000000005,0.9780150462962963,16019.616666668993,0.8803792064914202,2573.816666666667,0.9801403034979423,2466.9333333333334,0.9809650205761317,2018.8166666666668,0.9826919010059442,74.58333333333333,0.9994430754679411,0,1,302.5833333333333,0.9974984843474427,0,1,989.25,0.992366898148148,116.41666666666664,0.9991306999203505,188.25,0.9985474537037037,559.5,0.9958221326164874
253,KTL4948,KTL4948__KotliLoharanEast,4,C4-SKT-03,27,,,3026.183333333333,0.9824873649691358,3936.183333333334,0.9772211612654321,575.5666666666666,0.9966691743827161,380.08333333333337,0.9978004436728395,40661.71666666665,0.764689139660494,379.75,0.9978023726851852,52744.36666666666,0.6947663966049383,8427.71666666083,0.952801765979722,192.41666666666666,0.9988864776234568,3975.6333333333328,0.976992862654321,6273.333333333333,0.9596622085048011,3227.0333333333338,0.9819274566905615,2152.9166666666665,0.9879428950119474,285.16666666666663,0.998231853505291,353.83333333333337,0.9980184065113501,2015.3500000000001,0.9883370949074074,1189.2500000000002,0.9933397737455197,1256.25,0.9927300347222223,600.1666666666666,0.9966388515531661
254,SKT0831,SKT0831_IqbalParkPasroorRd,3,C4-SKT-03,27,,,1410.1666666666667,0.9891190843621399,1184.85,0.9908576388888889,325.6,0.9974876543209876,497.76666666666665,0.9961592078189301,3371.533333333333,0.9739850823045267,529.5,0.995914351851852,2029.5833333333335,0.9843396347736625,2833.9666666714784,0.978838361210637,1217.5333333333333,0.9906054526748972,802.3666666666668,0.9938088991769547,840.4166666666665,0.9927947816643804,359.25,0.9973174283154123,3657.366666666666,0.9726899143767423,579.1666666666667,0.9952119157848324,984.75,0.9926467293906811,2400.3166666666666,0.9814790380658437,1280.6166666666663,0.9904374502190362,490.5,0.9962152777777777,569.0833333333333,0.9957505724810832
255,SKT4626,SKT4626__SanjeetGoharRd,3,C4-SKT-03,30,,,626.0000000000001,0.9951697530864198,0,1,0,1,167.75,0.9987056327160494,1497.25,0.9884471450617284,217.58333333333331,0.998321116255144,1203.083333333333,0.9907169495884774,4736.566666692822,0.964631371963166,4293.516666666666,0.9668710133744856,1042.8500000000001,0.9919533179012346,279.8833333333334,0.9976004515317787,30.66666666666667,0.9997710075667066,25.5,0.9998095878136201,0,1,13.5,0.9998991935483871,773.35,0.9940327932098765,2947.4833333333336,0.9779907158502589,0,1,599.5333333333334,0.9955231979291119
256,KQD4251,KQD4251__S_Sabzimandikkd,4,C4-HFZ-06,27,,,0,1,71.41666666666666,0.9995867091049382,456.33333333333337,0.9973591820987654,244.49999999999997,0.9985850694444445,248.5,0.9985619212962963,610.4166666666665,0.9964674961419753,441.91666666666663,0.9974426118827161,862.4166666666667,0.9951701575567503,2932.8500000000004,0.9830274884259259,1978.5833333333333,0.9885498649691358,377.9166666666667,0.9975699802812072,1121.3666666666663,0.9937199447431303,2836.4166666666665,0.9841150500298685,483.83333333333337,0.9970000413359789,742.45,0.9958420138888888,2527.516666666667,0.9853731674382716,1423.4666666666665,0.9920280764635604,1658.1833333333336,0.9904040316358025,1057.6166666840513,0.9940769675924952
257,RUR5651,RUR5651__S_Goindke,3,C4-WZD-07,,Enfrashare,EC1-DSK-02507,395,0.9969521604938272,717.0833333333333,0.9944669495884775,0,1,0,1,2013.8333333333335,0.9844611625514403,66.80000000000001,0.9994845679012346,336.50000000000006,0.997403549382716,845.8666666293672,0.9936837913184785,418.48333333333335,0.9967709619341564,402.66666666666663,0.9968930041152264,717.5500000000002,0.9938481652949246,937.2333333333332,0.9930015432098765,1312.533333333333,0.9901991238550378,318.75,0.9973648313492063,294.25,0.997802792712067,287.5,0.9977816358024691,1169.5833333333335,0.99126655217045,246.36666666666667,0.9980990226337448,237.33333333333331,0.9982277976901632
258,RUR2061,RUR2061__S_5KMOppBlochWala_Ufone_5592,3,C4-HFZ-06,,UFONE,5592,93,0.9992824074074075,423.83333333333337,0.9967296810699589,0,1,0,1,2602.083333333333,0.9799221965020576,182.05,0.9985952932098765,170.08333333333331,0.9986876286008229,14787.533333333333,0.8895793508562326,2972.2166666666662,0.9770662294238683,649.8333333333331,0.994985853909465,1650.316666666666,0.9858511945587562,4330.400000000001,0.9676642771804062,775.25,0.994211096176822,0,1,551.5666666666666,0.9958813719633612,2147,0.9834336419753086,1525.3833333333332,0.9886097421346078,3033.583333333333,0.9765927211934157,678.2500000000002,0.9949354091995221
259,RUR6227,RUR6227__S_SADLANWALA_MR4W4344,3,C4-MBD-08,20,,,1570.9833333333333,0.9878782150205762,622.5666666666666,0.995196244855967,0,1,7.5,0.9999421296296296,1075.7833333333333,0.9916992026748972,429.83333333333337,0.9966833847736625,1207.2,0.9906851851851851,1889.9666666872954,0.9858873456788584,73,0.9994367283950618,69.58333333333333,0.999463091563786,565.9166666666666,0.9951481767261089,365.5,0.9972707586618877,863.3333333333335,0.9935533651931502,134.74999999999997,0.9988859953703704,0,1,872.6666666666667,0.9932664609053498,31.250000000000007,0.9997666517323774,196,0.9984876543209876,3319.3999999999996,0.975213560334528
260,GUJ9452,GUJ9452__S_Janat Town Warid_MDGJ4161,3,C4-GUJ-02,27,,,116.99999999999999,0.9990972222222223,676.4166666666666,0.9947807355967078,0,1,789.7500000000001,0.99390625,1689.3166666666666,0.9869651491769547,428.4999999999999,0.9966936728395062,47.25,0.9996354166666667,518.4166666666667,0.9961289078056551,338.16666666666674,0.9973906893004115,21.583333333333336,0.9998334619341565,639.8,0.9945147462277092,298.16666666666663,0.9977735463958582,1166.1333333333334,0.9912923138191956,750.0833333333331,0.9937989142416225,150.66666666666666,0.9988749502190362,1563.6166666666666,0.9879350565843622,528.1666666666666,0.9960561031461569,228.16666666666669,0.9982394547325103,1647.9833333333331,0.9876942702110714
261,RUR8325,RUR8325__S_Kotli_MughlanWarid_MR625370,3,C4-WZD-07,27,,,90,0.9993055555555556,256.4166666666667,0.9980214763374485,4.749999999999999,0.9999633487654321,181.5,0.9985995370370371,4741.099999999999,0.963417438271605,250.16666666666666,0.9980697016460905,1180.1666666666667,0.9908937757201646,2678.6833333333334,0.9799978843090402,1921.9833333333338,0.9851698816872428,57.91666666666666,0.9995531121399176,28.166666666666664,0.9997585162322816,0,1,34.58333333333333,0.9997417612504979,0,1,13.5,0.9998991935483871,489.41666666666663,0.9962236368312758,0,1,14.749999999999996,0.9998861882716049,0,1
262,RUR8835,RUR8835__VillageJattanWali,3,C4-HFZ-06,13,,,58.499999999999986,0.9995486111111112,0,1,675.9166666666667,0.9947845936213991,462.4166666666668,0.996431970164609,1393.3999999999996,0.9892484567901235,0,1,1280.9166666666665,0.990116383744856,14,0.9998954599761052,33.58333333333333,0.9997408693415637,305.5,0.9976427469135802,1141.5833333333335,0.9902127629172383,651.65,0.9951340352449223,183.25,0.9986316457586619,0,1,6.500000000000001,0.9999514635603346,657.7,0.9949251543209877,483.89999999999986,0.9963866487455197,0,1,69.99999999999999,0.9994772998805257
263,RUR9469,RUR9469__S_Gulbahar Nikki_MDSK4860,3,C4-SKT-03,20,,,903.6666666666666,0.9930272633744857,0,1,505.1666666666667,0.9961021090534978,365.0833333333334,0.9971829989711933,5656.900000000001,0.9563510802469136,674.2500000000001,0.9947974537037036,639.9999999999998,0.9950617283950618,5439.066666646411,0.9593857029073596,716.7500000000001,0.9944695216049382,938.8333333333333,0.99275591563786,465.55000000000007,0.996008659122085,1426.8,0.9893458781362007,1340.083333333333,0.9899934040223018,1145.25,0.9905319940476189,773.3333333333336,0.9942254082039028,1576.8333333333335,0.9878330761316874,5827.666666666666,0.9564839705296694,2578.5333333333333,0.9801039094650206,3739.8666666519525,0.9720738749503289
264,RUR0739,RUR0739__Udo-DoneeUddok,3,C4-HFZ-06,9,,,0,1,0,1,0,1,392.3333333333334,0.9969727366255143,2583.2166666666667,0.9800677726337449,267.5,0.9979359567901234,4505.150000000001,0.9652380401234568,101.55000000000001,0.999241711469534,0,1,7.250000000000001,0.9999440586419753,381.1,0.9967326817558299,1285.5833333333333,0.9904003634010354,2223.3833333333337,0.9833976752289924,77.25,0.9993613591269842,1689.9666666666667,0.9873807745917961,892.5000000000001,0.993113425925926,856.7499999999999,0.9936025238948626,1740.3833333333332,0.986571116255144,38.00000000000001,0.999716248506571
265,PMD9689,PMD9689__KobayChak_PT,4,C4-SKT-03,27,,,362.53333333333336,0.9979020061728394,1161.0166666666667,0.9932811535493827,1321.7000000000003,0.9923512731481482,985.6666666666667,0.9942959104938273,2131.166666666667,0.9876668595679012,488.4333333333334,0.9971734182098766,54.33333333333332,0.9996855709876543,7819.433333333332,0.9562083706690562,90,0.9994791666666667,1187.5,0.9931278935185185,258,0.9983410493827161,0,1,544.0666666666666,0.9969530316606929,280.83333333333337,0.9982587218915344,2972.0000000000005,0.9833557347670251,3924.7,0.9772876157407407,3558.433333333333,0.9800714979091996,1308.9,0.9924253472222222,2029.1666666666665,0.9886359393667861
266,RUR0647,RUR0647__Gorali,3,C4-GRT-04,30,,,213.49999999999997,0.9983526234567901,198.08333333333334,0.998471579218107,98.16666666666667,0.9992425411522633,102.33333333333333,0.9992103909465021,2579.8666666666677,0.980093621399177,291.33333333333337,0.9977520576131687,255.83333333333334,0.9980259773662552,1990.7499999757856,0.9851347819595595,3416.2833333333347,0.9736397890946502,55.49999999999999,0.9995717592592592,318.0833333333333,0.9972729481024234,16.5,0.9998767921146954,593.4833333333333,0.9955683741537236,7.166666666666667,0.9999407517636685,11.75,0.999912261051374,152.83333333333331,0.9988207304526749,12,0.999910394265233,153.58333333333337,0.9988149434156378,910.3666666666667,0.9932021604938273
267,RUR5301,RUR5301_H_USF_USFJH12_Dara Pur Jhelum,2,C4-MBD-08,,Enfrashare,EUN-JLM-4468,1623.1166666666666,0.9812139274691358,297.8333333333334,0.9965528549382716,3704.399999999999,0.957125,165.41666666666663,0.9980854552469135,916.7166666666666,0.9893898533950618,237.08333333333334,0.9972559799382716,914.3333333333333,0.9894174382716049,2021,0.9773633512544803,25.499999999999993,0.9997048611111111,1885.3333333333335,0.9781790123456789,3319.0166666666664,0.9715447816643804,126.58333333333334,0.9990547839506173,380.00000000000006,0.9971624850657109,0,1,283.2,0.9978853046594982,46.66666666666667,0.9996399176954732,295.0999999999999,0.9977964456391875,349.08333333333337,0.9973064557613169,2183.5,0.9836954898446834
268,SKT8132,SKT8132__T_PansarianBazar,2,C4-SKT-03,,,,362.91666666666663,0.9957995756172839,6053.833333333333,0.9299324845679012,7800.800000000003,0.9097129629629629,2020.2500000000002,0.9766174768518519,4047.266666666667,0.9531566358024692,2017.1333333333332,0.9766535493827161,1357.2500000000002,0.9842910879629629,4854.166666658441,0.9456298536440587,3769.7833333333333,0.9563682484567901,2315.816666666667,0.9731965663580248,1759.75,0.9773694701646091,449.4833333333334,0.9949654644563918,3445.1166666666672,0.961412223715651,3935.3166666666666,0.9511989500661376,4168.0666666666675,0.9533146654719235,410.8333333333334,0.9952449845679012,869.0999999999999,0.9902654569892474,1243.9666666666667,0.985602237654321,326.66666666666663,0.9963410991636797
269,RUR9197,RUR9197_AdamKay,4,C4-WZD-07,,UFONE,3350,1895.5833333333333,0.9890301890432098,0,1,0,1,16688.149999999998,0.9034250578703704,9349.016666666665,0.9458968942901236,3293.533333333333,0.980940200617284,12001.433333333334,0.9305472608024691,2569.016666650601,0.9856125858722524,8306.116666666672,0.9519321952160493,0,1,302,0.9980581275720165,0,1,3084.4333333333343,0.9827260678016727,4880.733333333334,0.9697375165343916,6072.749999999999,0.9659904233870968,10451.216666666665,0.9395184220679011,348.95000000000005,0.9980457549283155,11758.116666666667,0.9319553433641975,29477.200000015135,0.8349171146952556
270,RUR0350,RUR0350__Pindi_Bhori_NEW,3,C4-NRW-05,27,,,444.83333333333326,0.9965676440329219,444.74999999999994,0.9965682870370371,412.83333333333337,0.9968145576131687,539.15,0.9958398919753086,2767.466666666667,0.9786460905349794,2187.5,0.9831211419753086,692.3333333333333,0.9946579218106996,6051.933333280945,0.9548093389091925,8916.883333333333,0.9311968878600823,1671.0833333333333,0.9871058384773663,1693.25,0.9854831104252401,3518.7166666666662,0.9737252339705297,1718.1666666666667,0.9871702011150936,625.3333333333333,0.9948302469135802,172.25,0.9987137843488649,1088.75,0.9915991512345679,1632.3666666666663,0.9878108821186778,1932.8333333333335,0.9850861625514403,4028.883333333333,0.9699157457188372
271,RUR5242,RUR5242__S_SaydanwalaHFZ_TPLHFR28,3,C4-HFZ-06,,Telenor,LHFR28,3844.3,0.9703371913580248,6006.516666666666,0.953653420781893,2101.9166666666665,0.9837815072016461,2395.35,0.9815173611111111,6554.683333333333,0.9494237397119342,1853.3333333333333,0.9856995884773663,1117.05,0.991380787037037,4272.050000000001,0.9680999850657109,2520.4333333333334,0.9805522119341563,489,0.9962268518518519,743.3000000000002,0.9936274005486969,382.66666666666663,0.997142572680207,1970.1666666666665,0.9852884806849861,236.66666666666669,0.9980434303350969,7307.583333333333,0.9454332188371167,2670.4333333333334,0.979394804526749,8193.483333333332,0.938818075467941,8170.116666666667,0.9369589763374486,8338.4,0.9377359617682198
272,BGL2206,BGL2206__DhalKakka,3,C4-GRT-04,20,,,2096.2499999999995,0.9838252314814815,5195.783333333333,0.959909079218107,4552.949999999999,0.964869212962963,3831.866666666667,0.9704331275720165,4595.833333333332,0.9645383230452675,7272.899999999998,0.9438819444444445,3801.5833333333326,0.9706667952674897,2520.7833333333333,0.981176946435683,489.1666666666667,0.9962255658436214,0,1,161.25,0.9986175411522633,0,1,2021.5500000000002,0.9849047939068101,367.5000000000001,0.9969618055555556,755.4999999999999,0.9943585722819595,564.0833333333334,0.9956475051440329,906.8666666666669,0.9932282954998009,350.20000000000005,0.9972978395061729,126.24999999999997,0.9990572729988052
273,GUJ9417,GUJ9417__S_Chaman Shah Rd Warid_GJ4154,3,C4-GUJ-01,27,,,995.5000000000001,0.9923186728395063,1001.5833333333334,0.9922717335390946,1643.366666666666,0.9873197016460905,892.6666666666667,0.9931121399176955,2092.6666666666665,0.9838528806584362,1833.5,0.9858526234567901,4886.716666666667,0.9622938528806584,3190.4499999892123,0.976176448626126,779.1333333333333,0.9939881687242799,770.6333333333332,0.9940537551440329,1681.4,0.9855847050754458,1846.2666666666669,0.9862136598964555,197.25,0.998527105734767,0,1,253.25000000000003,0.9981089456391875,1705.0333333333335,0.9868438786008231,20.25,0.9998487903225807,2440.7666666666664,0.9811669238683127,2490.75,0.9814012096774194
274,SKT6377,SKT6377__S_Shahabpura,3,C4-SKT-03,,E.co,e.coPK018507PU,1977.25,0.9847434413580247,3551.583333333333,0.9725958076131687,3704.8666666666672,0.9714130658436214,2869,0.9778626543209876,6001.616666666667,0.9536912294238684,4109.583333333334,0.9682902520576131,3298.5333333333338,0.974548353909465,2991.3666666708573,0.977663032656281,4972.75,0.9616300154320987,3653.25,0.9718113425925925,0,1,36.5,0.9997274492234169,1124.0833333333335,0.9916063072481083,1707.1666666666667,0.9858865189594356,607.4666666666667,0.9954639585822381,5823.733333333334,0.9550637860082304,0,1,706.6833333333332,0.9945471965020576,1203.3333333333335,0.9910145360414178
275,SKT1621,SKT1621__S_Ratra Sports_Wazirabad Road_MDSK4280,3,C4-SKT-03,30,,,4346.900000000001,0.9664591049382716,899.3333333333333,0.9930606995884774,438.75,0.9966145833333333,4119.666666666667,0.9682124485596708,5035.083333333333,0.9611490483539095,9254.033333333331,0.9285954218106995,3651.8166666666657,0.9718224022633746,11461.433333353123,0.9144158203901349,5479.333333333333,0.9577211934156378,6044.733333333334,0.9533585390946502,1804.9500000000003,0.984525462962963,541.5833333333334,0.995955918956591,2384.383333333333,0.9821954649542015,22.75,0.9998119212962964,5467.666666666668,0.9591721425726801,2455.149999999999,0.9810559413580248,2198.45,0.9835838560334529,1719.7333333333331,0.9867304526748971,3849.7,0.971253733572282
276,GUJ1644,GUJ1644__SarfarazColony_WP,3,C4-GUJ-01,,GLO,,1491.8333333333333,0.9884889403292181,4434.033333333334,0.965786779835391,552.6666666666667,0.9957355967078189,610.4166666666666,0.9952899948559671,2790.6499999999996,0.9784672067901234,937.5000000000001,0.9927662037037037,2133.9166666666665,0.9835345936213992,41.83333333333334,0.9996876244524094,2273.2333333333336,0.9824596193415638,1430.2499999999998,0.9889641203703704,1121.1333333333332,0.9903880887059899,3477.0166666666664,0.974036613898845,5503.549999999999,0.958904196535245,1356.0833333333333,0.9887889936067019,289.98333333333335,0.9978346525288729,7260.716666666666,0.9439759516460906,5316.116666666667,0.9603037883313421,7126.116666666665,0.9450145318930041,1219.75,0.9908919504181601
277,RUR5141,RUR5141__S_Tharo Mandi stop Warid_MR1B2726,4,C4-NRW-05,27,,,1357.1666666666663,0.9921460262345678,978.7499999999999,0.9943359375,1824.8166666666668,0.9894397183641975,3540.683333333333,0.9795099344135803,11693.333333333332,0.9323302469135802,2010.8666666666668,0.9883630401234568,2146.7666666666664,0.9875765817901235,8616.833333333334,0.9517426448626045,2263.3999999999996,0.9869016203703704,2408.266666666667,0.9860632716049383,3755.9666666666662,0.9758489797668038,5832.75,0.9673345094086021,2575.3666666666663,0.9855770235961768,150,0.9990699404761905,1607.7333333333333,0.9909961170848267,4056.4500000000007,0.9765251736111111,2980.7500000000005,0.9833067316308244,5032.6,0.9708761574074074,3027.316666643819,0.9830459416070575
278,Rur4508,Rur4508__Wzbdharowalkang,4,C4-WZD-07,27,,,2037.3833333333332,0.988209587191358,468.99999999999994,0.9972858796296297,245,0.9985821759259259,456.66666666666663,0.9973572530864198,2591.6000000000004,0.9850023148148148,84.33333333333331,0.9995119598765432,0,1,1818.5833333333337,0.9898152815113501,0,1,0,1,53.333333333333336,0.9996570644718793,0,1,681.9166666666667,0.9961810222520908,0,1,842.5833333333334,0.9952812313321385,1686.6666666666665,0.9902391975308642,0,1,1411.8166666666666,0.9918297646604938,1754.7666666666669,0.9901726777180406
279,LLM3835,LLM3835__Muhallaqasba,4,C4-GRT-04,,,,5356.533333333333,0.9690015432098765,3508.933333333334,0.9796936728395061,2212.75,0.9871947337962963,3419.683333333333,0.9802101658950617,7041.166666666666,0.9592525077160494,2726.666666666667,0.9842206790123457,9345.750000000005,0.9459157986111112,2804.3166666838947,0.9842948215351484,1132.35,0.9934470486111111,1875.0666666666666,0.9891489197530865,1944.783333333333,0.9874949631344307,1723.2999999999997,0.9903489023297491,5822.250000000001,0.967393313172043,215.66666666666663,0.9986627810846561,36,0.9997983870967743,279.6666666666667,0.9983815586419753,0,1,58.66666666666667,0.9996604938271605,1041.7666666666667,0.9941657332735961
280,RUR4021,RUR4021__AwanSharif,3,C4-GRT-04,27,,,248.25000000000006,0.9980844907407408,775.25,0.9940181327160493,9.75,0.9999247685185185,15.5,0.9998804012345679,739.8333333333334,0.9942914094650206,19,0.9998533950617283,1177.2333333333333,0.9909164094650206,384.66666666666663,0.9971276383910792,170.6,0.9986836419753087,913.75,0.9929494598765432,503.95,0.9956794410150891,837.5999999999999,0.9937455197132617,900.0000000000001,0.9932795698924731,15.75,0.9998697916666667,0,1,373.1333333333333,0.9971208847736626,92.95000000000002,0.9993059289127838,153.08333333333331,0.9988188014403292,171.41666666666663,0.9987200069693349
281,RUR1236,RUR1236__SHAHBAZPUR_Ufone_3663 ,3,C4-GRT-04,,UFONE,3663,0,1,551.0833333333333,0.9957478137860082,6.75,0.9999479166666667,1430,0.988966049382716,3881.15,0.9700528549382716,1998.9166666666665,0.9845762602880659,3348.9,0.9741597222222222,9358.966666666665,0.9301152429311031,2400.183333333333,0.981480066872428,2823.1666666666665,0.9782163065843622,2357.7,0.9797865226337449,922.6666666666666,0.993110314615691,2937.45,0.9780656362007168,15.75,0.9998697916666667,0,1,611.0000000000001,0.9952854938271605,0,1,39.99999999999999,0.9996913580246914,864.8333333333334,0.9935421644763042
282,HWY6911,HWY6911__S_BhalolPurPindi,3,C4-HFZ-06,20,,,264.1666666666667,0.9979616769547325,558.25,0.9956925154320987,211.49999999999994,0.9983680555555555,635.0833333333334,0.9950996656378601,1087.2333333333336,0.991610853909465,953.5833333333331,0.9926421039094651,512.4666666666666,0.9960457818930041,450,0.9966397849462365,295.45,0.9977202932098765,734.9999999999999,0.9943287037037036,681.9833333333332,0.9941530921353453,1697.15,0.9873271356033453,1210.9499999999998,0.9909576612903226,1139.8333333333335,0.990576774691358,4015.5999999999995,0.9700149342891278,9576.549999999997,0.9261068672839506,7196.566666666667,0.9462621963361211,8909.666666666666,0.9312525720164609,6073.133333335118,0.954651035444033
283,KLR9492,KLR9492__S_Rahgo_Sayyadan_1M3551,4,C4-HFZ-06,9,,,130.66666666666666,0.9992438271604938,85.58333333333333,0.999504726080247,389.25,0.9977473958333333,1644.8999999999999,0.9904809027777778,2646.65,0.9846837384259259,1732.5,0.9899739583333332,1943.0333333333328,0.9887555941358025,7889.016666666666,0.9558186790621267,6111.699999999999,0.9646313657407407,1774.2333333333318,0.9897324459876543,29,0.9998135288065844,1351.3333333333333,0.9924320489844684,4451.7,0.9750688844086021,4047.75,0.97490234375,1995.5999999999997,0.9888239247311827,2326.3166666666666,0.9865375192901235,29.333333333333336,0.9998357228195939,710.5833333333331,0.9958878279320987,505.16666666666663,0.9971708856033453
284,RUR6554,RUR6554__S_RehmetMarriageHallUgoki,3,C4-WZD-07,,Enfrashare,EC1-SKT-04981,473.08333333333337,0.9963496656378601,1539.5,0.9881211419753086,0,1,256.9166666666667,0.9980176183127573,4876.783333333333,0.9623704989711935,906,0.9930092592592592,2847.7833333333315,0.9780263631687243,1845.6999999999996,0.9862178912783751,2086.466666666667,0.983900720164609,431.5833333333335,0.9966698816872427,3869.416666666667,0.9668259887974393,925.5833333333334,0.9930885354440462,944.8,0.9929450418160095,157.83333333333334,0.9986951609347443,319.2500000000001,0.997616114097969,1400.0333333333333,0.9891972736625515,931.2500000000001,0.9930462216248506,975.5000000000002,0.9924729938271605,135,0.998991935483871
285,GUJ9415,GUJ9415__S_Sec Y-People Cnly Warid_GJ4731,3,C4-GUJ-01,27,,,1112.4166666666665,0.9914165380658436,149.58333333333331,0.9988458076131687,573.6666666666666,0.995573559670782,252.58333333333334,0.9980510545267489,6531.033333333331,0.9496062242798353,2630.833333333333,0.9797003600823045,2019.9166666666667,0.9844142232510288,2700.849999982926,0.9798323626046676,2318.1666666666665,0.9821129115226337,1887.4999999999998,0.9854359567901234,1317.8833333333334,0.9887012745770462,1368.7166666666667,0.9897795947829551,4621.416666666667,0.9654912136598965,1030.2166666666667,0.9914829971340389,323.3333333333333,0.9975856232576663,1824.5666666666668,0.9859215534979424,1119.75,0.991638664874552,74.33333333333333,0.999426440329218,7833.566666666664,0.9415056252489049
286,SKT9638,SKT9638__qbaTown_Sialkot,3,C4-SKT-03,20,,,1055.25,0.9918576388888889,1579.1666666666667,0.9878150720164609,1816.2333333333333,0.9859858539094649,1636.3333333333335,0.9873739711934156,2038.7833333333335,0.9842686471193416,0,1,464.4166666666666,0.9964165380658436,5561.216666666665,0.9584735911987257,3933.6166666666663,0.969648019547325,168.16666666666666,0.9987024176954732,37.75,0.9996763545953361,234.25,0.998250821385902,915.25,0.9931656959378734,0,1,366.54999999999995,0.9972629181600956,493.24999999999983,0.9961940586419753,127.75000000000003,0.9990460722819594,24.083333333333336,0.9998141718106995,1997.8,0.9850821385902031
287,GUJ5468,GUJ5468__S_Waniawala,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-01685,1006.5833333333334,0.9922331532921811,3471.1666666666665,0.9732163065843622,0,1,681,0.9947453703703704,711.0833333333333,0.9945132458847736,179.9333333333333,0.9986116255144033,1039.75,0.991977237654321,1597.6499999999999,0.9880701164874551,410.26666666666665,0.9968343621399177,1780.6666666666667,0.9862602880658435,1271.3,0.9891006515775034,3020.6833333333334,0.97744412086818,3491.0833333333335,0.9739315760653127,755,0.9937582671957672,638,0.9952359617682198,2350.416666666667,0.9818640689300412,1811.6666666666665,0.9864720230983671,1571.1666666666665,0.9878768004115226,8962.166666666666,0.9330782058940662
288,PPW3212,PPW3212__KhanWali,4,C4-MBD-08,,,,422.75,0.9975535300925925,631.9000000000001,0.9963431712962963,0,1,0,1,3772.5333333333338,0.9781682098765433,610.2499999999999,0.9964684606481481,425.1666666666667,0.9975395447530865,3687.933333367032,0.9793462514932402,26.749999999999996,0.9998451967592592,0,1,357.06666666666666,0.9977040466392318,3854.9333333333334,0.9784109916367981,2218.7000000000003,0.987574484767025,1483.8666666666663,0.9907994378306878,413.5333333333332,0.9976840651135006,9723.816666666668,0.9437279128086419,1381.15,0.9922650649641577,481.16666666666663,0.9972154706790124,5526.650000013101,0.9690487791217904
289,HWY3266,HWY3266__KaliSubha,3,C4-GUJ-01,,GLO,,0,1,48.08333333333334,0.9996289866255144,0,1,1223.25,0.9905613425925925,6760.016666666665,0.9478393775720164,0,1,44.083333333333336,0.9996598508230453,4158.616666666666,0.9689470081640781,1034.6999999999996,0.9920162037037037,0,1,384.9999999999999,0.9966992455418381,0,1,0,1,230.66666666666666,0.9980930335097001,0,1,0,1,0,1,0,1,14658.199999999999,0.890545101553166
290,RUR6156,RUR6156__S_Village_Marakiwal_SialkotWarid_MDSK4291,3,C4-SKT-03,30,,,214.58333333333331,0.9983442644032923,162.5,0.9987461419753086,787.7499999999998,0.9939216820987654,298.3333333333333,0.9976980452674897,1182.0000000000002,0.9908796296296296,745.7166666666667,0.9942460133744856,1216.7500000000002,0.9906114969135803,3567.1000000018616,0.9733639486260316,1134.0500000000002,0.9912496141975309,413.24999999999994,0.9968113425925925,563.2666666666667,0.9951708962048468,390.3333333333333,0.9970853245718837,683.8333333333333,0.9948937176423737,360.58333333333337,0.9970189869929453,0,1,247.4166666666667,0.998090920781893,319.70000000000005,0.9976127538829153,372.9999999999999,0.9971219135802469,285.5,0.9978681302270012
291,SKT5525,SKT5525_H_Zafarwal Rd Mohalla Nizamabad Sialkot,3,C4-SKT-03,,Enfrashare,EC1-SKT-06469,416.4500000000001,0.996786651234568,3674.2333333333345,0.9716494341563786,0,1,261.5,0.9979822530864197,1525.8666666666668,0.9882263374485596,376.91666666666663,0.9970916923868313,2108.1666666666665,0.9837332818930041,9521.983333353357,0.9288979739146255,214.4166666666666,0.9983455504115226,0,1,79.08333333333334,0.9993219878829447,2144.266666666667,0.9839884508164078,4488.55,0.9664833482676225,1192.25,0.9901434358465608,2852.9666666666662,0.9786964854639586,135.58333333333334,0.9989538323045268,60.75,0.9995463709677419,703.8333333333335,0.9945691872427983,8504.633333333333,0.9364946734368778
