SiteCode,Site Name,NoofCells,(2G/3G),Priority,Type,Category,MBU#,OMO Colocation,OMO host name ,DG site,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,Frequency,4G NAR
RUR0866,RUR0866__P_KhojeChakBajwatRD,9,2G/3G/LTE,Platinum,Macro,Standby,C4-SKT-03,Jazz Host/CM-PAK Guest,DEODAR,DG site,100,100,100,100,100,99.818672839506,100,100,100,100,100,97.505787037037,100,100,100,79.303626543209,92.656893004115,91.366383744856,100,100,,,,,,,,,,,,5,98.03256815843615
GUJ6583,GUJ6583_H_Ariana Wali Gali Urdu Bazar Gujranwala,2,2G/3G/LTE,Bronze,Macro,Deodar CP Prime,C4-GUJ-01,JAZZ,DEODAR,Non DG Site,100,100,100,100,100,94.632523148148,0,50.972222222222,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,3,92.2802372685185
SKT6059,SKT6059__S_AjmalGardenNursery,9,2G/LTE,Diamond,Macro,B2S,C4-SKT-03,E.Co,E.CO,Non DG Site,100,100,100,100,93.171296296296,100,100,100,100,100,100,100,100,98.668981481481,100,100,100,91.278935185185,94.282407407407,100,,,,,,,,,,,,4,98.87008101851845
RUR9503,RUR9503__S_Village Khana Bhattian_1M3552,9,2G/3G/LTE,Gold,Macro,Deodar CP Prime,C4-HFZ-06,JAZZ,DEODAR,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.990354938271,100,100,100,,,,,,,,,,,,1,99.99951774691354
SKT3223,SKT3223__P_Rangpura_2,20,2G/3G/LTE,Elite,Macro,Standby,C4-SKT-03,Jazz Host/CM-PAK Guest,DEODAR,DG site,83.013020833333,100,100,100,89.110532407407,79.951099537037,90.368634259259,100,100,100,100,100,100,100,98.065104166666,100,100,100,99.999710648148,100,,,,,,,,,,,,6,97.02540509259251
RUR5847,RUR5847_H_University Kharian Link Rd Gujrat,9,2G/LTE,Gold,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
HFZ3804,HFZ3804__S_Gulshan_Usman,12,2G/3G/LTE,Platinum,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,100,99.999035493827,95.934606481481,99.999517746913,98.933256172839,100,99.999035493827,100,100,100,98.969425154321,95.779320987654,98.595196759259,99.999035493827,100,100,100,100,100,100,,,,,,,,,,,,9,99.41042148919739
RUR6131,RUR6131__S_DingayWarid_MR1R3579,9,2G/LTE,Diamond,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,100,100,100,100,100,99.965277777777,100,100,100,100,100,100,100,100,100,100,87.978395061728,100,100,97.710905349794,,,,,,,,,,,,3,99.28272890946495
SMB3356,SMB3356__P_SKTRailwaySambrial,16,2G/3G/LTE,Elite,Macro,Deodar CP Prime,C4-WZD-07,JAZZ,DEODAR,Non DG Site,98.949291087963,96.236979166666,98.756872106481,100,95.733506944444,99.531973379629,99.984085648148,100,100,100,100,100,100,100,100,100,100,100,99.988064236111,100,,,,,,,,,,,,7,99.4590386284721
RUR3076,RUR3076__S_Ottawa,6,2G/LTE,Gold,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,100,100,100,100,100,89.673032407407,100,100,95.431134259259,100,100,100,100,100,100,100,100,100,88.557098765432,100,,,,,,,,,,,,3,98.68306327160491
GUJ8150,GUJ8150__T_GeneralBusStand,4,2G/3G/LTE,Bronze,Micro,Jazz CP Prime,C4-GUJ-02,JAZZ,JAZZ,Non DG Site,88.763020833333,56.491608796296,90.186631944444,56.063368055555,95.316840277777,55.413773148148,95.802951388888,100,96.730324074074,94.680266203703,66.872106481481,94.518229166666,68.634259259259,96.822916666666,92.922453703703,72.42042824074,100,65.921585648148,95.447048611111,62.926793981481,,,,,,,,,,,,18,82.29673032407365
GUJ6267,GUJ6267__S_MasterCityHousingScheme,9,2G/3G/LTE,Elite,Macro,B2S,C4-GUJ-01,Enfrashare,Enfrashare,Non DG Site,88.888888888888,88.237525720164,90.427597736625,97.109053497942,100,100,100,100,98.549382716049,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,5,98.1606224279834
SKT8135,LTE_SKT8135__Q_ChowkLorryAdda,4,2G/3G/LTE,Bronze,Micro,Jazz CP Prime,C4-SKT-03,JAZZ,JAZZ,Non DG Site,100,100,100,100,100,100,100,88.418692129629,100,100,100,100,100,100,100,100,99.865451388888,99.975405092592,99.069733796296,77.570891203703,,,,,,,,,,,,5,98.2450086805554
RUR8072,RUR8072__S_KharotaSyedan,12,2G/3G/LTE,Diamond,Macro,Deodar CP Prime,C4-SKT-03,JAZZ,DEODAR,Non DG Site,94.448784722222,100,100,100,100,84.629629629629,100,100,100,100,100,100,100,100,100,94.996141975308,91.666666666666,95.289834104938,100,100,,,,,,,,,,,,5,98.05155285493815
RUR0764,RUR0764__S_SandraKhurd,6,2G/3G/LTE,Platinum,Macro,OMO,C4-SKT-03,Jazz Guest/UFONE Host,UFONE,Non DG Site,83.095100308642,95.325038580246,93.569637345679,95.824652777777,76.780478395061,100,99.49749228395,56.359953703703,98.590856481481,100,80.555555555555,62.726658950617,94.173418209876,99.953703703703,94.418402777777,61.466049382716,97.386188271604,100,63.154899691358,93.917824074074,,,,,,,,,,,,17,87.33979552469093
TKW9893,TKW9893__S_Ballay_Wali,9,2G/3G/LTE,Platinum,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,99.118441358024,100,97.750771604938,97.662037037037,100,100,100,98.435570987654,100,100,100,100,99.238040123456,99.805169753086,99.75887345679,87.453703703703,94.29140946502,100,99.98778292181,93.904320987654,,,,,,,,,,,,11,98.37030606995862
RUR9470,RUR9470__S_Village_Kamonwala_MDSK4289,18,2G/3G/LTE,Elite,Macro,Standby,C4-SKT-03,Jazz Host/UFONE+TELENOR Guest,DEODAR,DG site,100,99.264081790123,100,100,100,100,100,100,100,100,98.881172839506,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,2,99.90726273148144
RUR1173,RUR1173__S_Offload_RUR9991C,12,2G/3G/LTE,Diamond,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,98.611111111111,94.130979938271,100,100,100,97.807677469135,100,100,100,100,100,100,100,100,100,94.007040895061,99.075520833333,100,100,96.212866512345,,,,,,,,,,,,6,98.99225983796279
RUR3562,RUR3562__S_GujranwalaNarowalRd,6,2G/LTE,Diamond,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,78.044945987654,100,100,100,100,100,100,100,100,100,100,100,99.913194444444,100,100,100,100,100,100,100,,,,,,,,,,,,2,98.8979070216049
RUR0794,RUR0794__S_Rasool,7,2G/LTE,Diamond,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.402612433862,100,100,97.915839947089,,,,,,,,,,,,2,99.66592261904755
HWY1510,HWY1510__S_Aswan BhattianWarid_25342,12,2G/3G/LTE,Platinum,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,100,100,87.686993634259,100,100,90.186270254629,89.418402777777,100,100,100,100,100,98.961588541666,99.124710648148,100,100,100,91.598668981481,100,100,,,,,,,,,,,,6,97.84883174189801
SKT5255,LTE_SKT5255__S_KotlaAmbanwalaVillage_CMPak42756,6,2G/LTE,Bronze,Macro,OMO,C4-SKT-03,Jazz Guest/CM-PAK Host,CM-PAK ,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
SKT3094,SKT3094__P_GohadPurChowkSialk,12,2G/3G/LTE,Platinum,Macro,Standby,C4-SKT-03,Jazz Host/CM-PAK Guest,DEODAR,DG site,100,100,88.772183641975,94.444444444444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.993730709876,100,,,,,,,,,,,,3,99.16051793981475
NVK3239,NVK3239__S_KaryalRoad,12,2G/3G/LTE,Elite,Macro,Standby,C4-HFZ-06,Jazz Host/CM-PAK Guest,DEODAR,DG site,95.315875771604,94.098668981481,92.582465277777,80.684317129629,96.26880787037,95.614872685185,84.73861882716,89.692322530864,96.226369598765,91.280381944444,97.486014660493,92.730999228395,95.879147376543,93.769772376543,89.970100308642,96.686921296296,97.112268518518,95.082465277777,92.93499228395,90.879147376543,,,,,,,,,,,,20,92.95172646604894
MLL3801,MLL3801__H_Moza_Ghughiat_Miani,9,2G/3G/LTE,Diamond,Macro,Standby,C4-MBD-08,Jazz Host/TELENOR Guest,DEODAR,DG site,99.711291152263,100,100,100,100,100,100,100,100,100,100,100,100,99.997427983539,99.713220164609,100,100,100,100,99.566615226337,,,,,,,,,,,,4,99.9494277263374
SKT4635,SKT4635__S_IslmiacollegeSKT,10,2G/3G/LTE,Platinum,Macro,Deodar CP Prime,C4-SKT-03,JAZZ,DEODAR,Non DG Site,100,100,100,93,100,100,100,100,100,100,100,100,99.882923789173,100,100,100,100,100,99.998664529914,100,,,,,,,,,,,,3,99.64407941595435
HWY9653,HWY9653__S_MozaKhattrani,9,2G/3G/LTE,Gold,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,99.954989711934,99.966563786008,91.429398148148,97.577803497942,90.038580246913,94.553112139917,95.244984567901,99.934413580246,99.945344650205,99.951774691358,99.200102880658,99.513245884773,99.973636831275,99.960133744856,99.939557613168,99.980066872428,99.973636831275,99.962062757201,99.967849794238,97.159850823045,,,,,,,,,,,,20,98.21135545267444
HFQ8541,HFQ8541__S_1ChakThabhal,9,2G/3G/LTE,Platinum,Macro,Standby,C4-MBD-08,Jazz Host/TELENOR Guest,DEODAR,DG site,96.105324074074,97.569444444444,98.645833333333,97.957175925925,95.850694444444,97.337962962963,96.556712962963,97.339891975308,98.055555555555,93.981481481481,94.079861111111,95.978009259259,98.611111111111,96.782407407407,98.067129629629,97.934027777777,96.695601851851,96.672453703703,98.49537037037,97.667824074074,,,,,,,,,,,,20,97.0191936728391
RUR6526,RUR6526__S_ShrineSyedSadiqAliShah,6,2G/LTE,Gold,Macro,B2S,C4-GUJ-01,ATL,ATL,Non DG Site,93.344907407407,94.684606481481,90.732060185185,91.449652777777,93.726851851851,87.233796296296,91.686921296296,87.938850308642,86.087962962963,95.44849537037,89.143518518518,94.189814814814,89.308449074074,84.554398148148,92.708333333333,91.258680555555,94.895833333333,95.500578703703,93.142361111111,100,,,,,,,,,,,,19,91.85180362654286
HWY3362,HWY3362__P_GUJMoreAimnabad,15,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-01,Jazz Host/CM-PAK Guest,DEODAR,DG site,91.653549382716,77.827160493827,95.686728395061,91.488811728395,92.996913580246,93.819444444444,92.728780864197,89.953317901234,99.692515432098,100,90.094907407407,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,10,95.79710648148125
SKT8133,SKT8133__Q_GhalaMandi,4,2G/3G/LTE,Bronze,Micro,Jazz CP Prime,C4-SKT-03,JAZZ,JAZZ,Non DG Site,97.934027777777,98.016493055555,97.838541666666,89.835069444444,97.430555555555,98.984375,97.715567129629,97.552083333333,98.443287037037,97.743055555555,96.892361111111,97.942708333333,96.030092592592,99.945023148148,98.483796296296,96.614583333333,97.835648148148,97.919560185185,83.391203703703,97.98755787037,,,,,,,,,,,,20,96.7267795138885
GUJ3031,GUJ3031__H_MohwestTower,12,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,78.603877314814,76.406732253086,84.971064814814,84.886188271604,87.616222993827,93.174672067901,90.847318672839,91.919849537037,93.22193287037,91.705729166666,85.131172839506,93.237364969135,93.161651234567,93.508391203703,93.692129629629,91.412519290123,90.549286265432,85.173128858024,93.709008487654,93.398919753086,,,,,,,,,,,,20,89.31635802469084
HFZ9401,HFZ9401__S_Mubarak ColonyWarid_HF1838,12,2G/3G/LTE,Platinum,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,99.999517746913,99.999517746913,100,100,100,100,97.594039351851,100,100,100,100,100,100,,,,,,,,,,,,3,99.87965374228385
MBN9802,MBN9802__S_MohalahManzorabad_N,12,2G/3G/LTE,Elite,Macro,Standby,C4-MBD-08,Jazz Host/TELENOR Guest,DEODAR,DG site,98.824266975308,100,100,99.305555555555,100,95.520833333333,100,100,83.737943672839,100,100,100,100,100,100,71.978202160493,74.699074074074,94.235146604938,100,100,,,,,,,,,,,,7,95.915051118827
HFZ3846,HFZ3846__H_AddaShahJamalJalalP,12,2G/3G/LTE,Elite,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,99.429012345679,100,100,100,100,100,100,99.428047839506,100,100,99.44637345679,100,100,100,99.707754629629,100,100,100,100,99.40731095679,,,,,,,,,,,,5,99.87092496141972
RUR1091,RUR1091__S_KotNaka_Ufone_3849,3,2G/LTE,Bronze,Macro,OMO,C4-HFZ-06,Jazz Guest/UFONE Host,UFONE,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
GUJ4656,GUJ4656__P_BhukhariPlaza,9,2G/3G/LTE,Platinum,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,98.962191358024,96.63387345679,94.37757201646,98.638760288065,98.645833333333,97.694830246913,98.383487654321,95.238554526749,96.104681069958,98.643904320987,98.707561728395,98.822016460905,98.102494855967,98.484439300411,97.305169753086,94.50424382716,97.532150205761,97.894804526749,97.17399691358,97.997685185185,,,,,,,,,,,,20,97.49241255143993
RUR0813,RUR0813__S_BhirriShahRehman,8,2G/LTE,Diamond,Macro,OMO,C4-HFZ-06,Jazz Guest/UFONE Host,UFONE,Non DG Site,100,100,100,100,100,100,94.463252314814,100,100,100,100,100,100,71.035879629629,100,100,100,100,88.763744212963,100,,,,,,,,,,,,3,97.7131438078703
KMK9898,KMK9898__P_Usman_Town,9,2G/3G/LTE,Diamond,Macro,Deodar CP Prime,C4-GUJ-01,Jazz Host/TELENOR Guest,DEODAR,Non DG Site,78.760288065843,88.337191358024,83.25552983539,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,3,97.51765046296285
SKT8756,SKT8756__S_BabaUmarShaheedGraveyard_CMPak43342,6,2G/LTE,Bronze,Macro,OMO,C4-SKT-03,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,93.020833333333,94.270833333333,94.172453703703,94.195601851851,95.092592592592,96.799768518518,96.793981481481,93.165509259259,94.722222222222,94.95949074074,93.315972222222,97.135416666666,89.6875,97.55787037037,88.564814814814,89.195601851851,97.546296296296,81.533564814814,95.219907407407,86.388888888888,,,,,,,,,,,,20,93.16695601851801
RUR5980,RUR5980__S_Taurianwala Warid_475350,8,2G/LTE,Diamond,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,100,99.548611111111,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,1,99.97743055555554
GUJ9440,GUJ9440__S_Chah Talianwala Warid_MDGJ1832,12,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-02,JAZZ,DEODAR,DG site,100,100,100,100,100,98.042052469135,100,100,100,100,100,100,100,100,100,100,100,100,99.993730709876,100,,,,,,,,,,,,2,99.90178915895055
RUR0741,RUR0741__S_ChakBhatii,12,2G/3G/LTE,Platinum,Macro,Standby,C4-HFZ-06,Jazz Host/TELENOR Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,95.039544753086,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,1,99.7519772376543
GUJ4143,GUJ4143__S_Khokharki,7,2G/3G/LTE,Platinum,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,100,100,100,100,100,98.154761904761,100,100,100,100,100,100,100,100,100,100,100,100,99.998346560846,100,,,,,,,,,,,,2,99.90765542328035
RUR6322,RUR6322__S_Sohawra_RL_RUR5697,15,2G/LTE,Diamond,Macro,B2S,C4-NRW-05,E.Co,E.CO,Non DG Site,100,100,100,100,90.452160493827,83.90625,100,100,100,100,100,100,100,100,88.520447530864,100,99.014660493827,100,99.996141975308,100,,,,,,,,,,,,5,98.0944830246913
MBN8840,MBN8840__S_MunshiMohallah,12,2G/3G/LTE,Elite,Macro,Deodar CP Prime,C4-MBD-08,Jazz Host/UFONE Guest,DEODAR,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR8725,RUR8725__S_Jura,6,2G/LTE,Bronze,Macro,B2S,C4-SKT-03,ATL,ATL,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR6222,RUR6222__S_Mandi_bahudin_chak2_MDMB4326,6,2G/3G/LTE,Gold,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,95.940393518518,100,100,100,100,100,98.823302469135,83.310185185185,75.661651234567,100,100,100,,,,,,,,,,,,4,97.68677662037025
RUR9398,RUR9398__S_Peelu villageWarid_315321,6,2G/3G/LTE,Bronze,Macro,OMO,C4-HFZ-06,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,95.074266975308,90.977044753086,91.094714506172,90.949074074074,92.016782407407,91.493055555555,82.844328703703,91.357060185185,89.522569444444,92.595486111111,70.877700617283,87.288773148148,93.525270061728,86.629050925925,73.028549382716,93.156828703703,91.784336419753,94.72511574074,69.173418209876,53.250385802469,,,,,,,,,,,,20,86.06819058641929
MBN6918,MBN6918__H_CivilCourtMndiBhudin,12,2G/3G/LTE,Elite,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,100,100,100,94.474344135802,100,98.057002314814,100,100,100,100,100,100,100,100,100,100,91.238908179012,100,100,100,,,,,,,,,,,,3,99.1885127314814
RUR0748,RUR0748__S_CivilCourts,6,2G/LTE,Gold,Macro,Standby,C4-MBD-08,Jazz Host/TELENOR Guest,DEODAR,DG site,100,100,100,100,100,100,99.971064814814,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,1,99.99855324074069
RUR6099,RUR6099__S_SaidPur(NikkaSidhra)Warid_MDSK4000,6,2G/LTE,Diamond,Macro,OMO,C4-SKT-03,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.962384259259,91.331018518518,100,100,,,,,,,,,,,,2,99.56467013888884
RUR0742,RUR0742__S_ShahJamal,6,2G/3G/LTE,Gold,Macro,Standby,C4-HFZ-06,Jazz Host/TELENOR Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
QDS9514,QDS9514__S_Mian Sahab_Riaz Hospital_QD1535,18,2G/3G/LTE,Elite,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,95.288708847736,94.34670781893,95.842013888888,93.487975823045,90.525334362139,90.667116769547,93.880208333333,96.102109053497,97.45820473251,93.363233024691,100,96.019483024691,91.815522119341,97.389403292181,98.601144547325,91.756044238683,96.72003600823,97.184927983539,94.757587448559,99.237397119341,,,,,,,,,,,,19,95.2221579218103
KTN9623,KTN9623__S_KotNainaShkrGrh_PT,16,2G/3G/LTE,Platinum,Macro,Standby,C4-NRW-05,Jazz Host/UFONE Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,98.068576388888,100,100,100,100,93.62160011574,100,100,100,100,90.095486111111,100,,,,,,,,,,,,3,99.08928313078695
RUR8109,RUR8109__P_Machonica_PindWarid_315347,6,2G/LTE,Bronze,Macro,Standby,C4-HFZ-06,Jazz Host/CM-PAK Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,98.900462962963,100,93.523341049382,100,100,100,100,,,,,,,,,,,,2,99.62119020061725
RUR6175,RUR6175__S_Mohalla_ShamsAbad_MandiBahaodin_MR335410,6,2G/3G/LTE,Gold,Macro,Standby,C4-MBD-08,Jazz Host/CM-PAK Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
MBN4532,MBN4532__S_Rasoolroad,9,2G/3G/LTE,Diamond,Macro,Deodar CP Prime,C4-MBD-08,JAZZ,DEODAR,Non DG Site,100,100,100,100,100,100,100,99.642489711934,87.31802983539,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,2,99.3480259773662
RUR0717,RUR0717__S_MandrianWala,9,2G/3G/LTE,Platinum,Macro,Standby,C4-HFZ-06,Jazz Host/TELENOR+CM-PAK Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR9487,RUR9487__S_Amrao Kalaan_1M3550,6,2G/LTE,Diamond,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR4449,RUR4449__H_PNDPakhiMasjidpnd,6,2G/LTE,Diamond,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,100,100,100,100,100,96.180555555555,92.294560185185,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,2,99.423755787037
RUR4006,RUR4006__S_Offload RUR4998B,18,2G/3G/LTE,Elite,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,100,97.942708333333,100,100,100,100,100,98.866705246913,100,95.939429012345,100,100,100,100,100,94.595228909465,89.955311213991,100,96.179269547325,98.515946502057,,,,,,,,,,,,7,98.59972993827145
RUR8815,RUR8815__S_GarmolaVirkan,6,2G/LTE,Gold,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
KLR9492,KLR9492__S_Rahgo_Sayyadan_1M3551,8,2G/LTE,Diamond,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,93.629195601851,100,90.739293981481,100,84.918258101851,100,100,100,100,100,100,,,,,,,,,,,,3,98.46433738425915
RUR5871,RUR5871_H_USF_USLK004_Vinike Hafizabad,6,2G/LTE,Bronze,Macro,Solar+DG,C4-HFZ-06,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94.632523148148,100,100,100,100,,,,,,,,,,,,1,99.7316261574074
MBN6231,MBN6231__S_BastiPeer_Geelani_MDMB3284,9,2G/3G/LTE,Diamond,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.7154063786,80.920781893004,100,100,100,,,,,,,,,,,,2,98.4318094135802
KAH9974,KAH9974__S_Chak_Ghazi_D,8,2G/LTE,Bronze,Macro,Standby,C4-HFZ-06,Jazz Host/TELENOR Guest,DEODAR,DG site,100,100,100,100,100,95.81886574074,100,100,100,98.673321759259,100,93.962673611111,99.234664351851,96.880063657407,100,88.649450231481,99.309895833333,95.160590277777,100,95.542534722222,,,,,,,,,,,,9,98.16160300925905
MBN6232,MBN6232__S_Ghori_abad_MDMB4303,9,2G/3G/LTE,Diamond,Macro,Deodar CP Prime,C4-MBD-08,Jazz Host/UFONE Guest,DEODAR,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR8863,RUR8863__S_Kalianwala,9,2G/3G/LTE,Diamond,Macro,Standby,C4-HFZ-06,Jazz Host/CM-PAK Guest,DEODAR,DG site,99.544753086419,99.971064814814,99.987139917695,99.911908436214,99.980709876543,99.906121399177,100,100,100,100,100,100,100,99.999356995884,99.988425925925,99.94470164609,99.998713991769,99.985210905349,99.97299382716,99.922839506172,,,,,,,,,,,,13,99.95569701646055
SKT0020,SKT0020__H_QilaSialkot,12,2G/3G/LTE,Hub,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,100,100,100,100,100,94.336419753086,100,100,100,100,100,100,100,100,100,100,100,99.999228395061,88.465663580246,100,,,,,,,,,,,,3,99.14006558641964
HRW9981,HRW9981__S_Dinga,9,2G/LTE,Diamond,Macro,Deodar CP Prime,C4-HFZ-06,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
SKT3020,SKT3020__S_SehroshPublicSchool,18,2G/3G/LTE,Elite,Macro,Deodar CP Prime,C4-SKT-03,Jazz Host/UFONE Guest,DEODAR,Non DG Site,100,99.985532407407,100,100,94.244148662551,95.555555555555,100,100,100,100,100,100,91.373456790123,100,100,100,97.21579218107,99.887152777777,100,100,,,,,,,,,,,,6,98.91308191872415
RUR5687,RUR5687__S_Gurala_CMPak7512,6,2G/LTE,Gold,Macro,OMO,C4-NRW-05,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
HWY6911,HWY6911__S_BhalolPurPindi,9,2G/3G/LTE,Bronze,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,94.576903292181,93.233667695473,90.323431069958,90.236625514403,96.764403292181,94.91512345679,80.666795267489,93.548096707818,95.057227366255,91.970164609053,89.963991769547,95.75424382716,93.847093621399,95.554269547325,90.835905349794,93.224022633744,90.581275720164,92.880015432098,96.222350823045,94.396862139917,,,,,,,,,,,,20,92.72762345678969
RUR5141,RUR5141__S_Tharo Mandi stop Warid_MR1B2726,16,2G/3G/LTE,Elite,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,92.96875,96.238064236111,100,100,100,100,100,99.526548032407,100,92.745949074074,100,100,99.993127893518,90.316478587963,98.441478587963,99.288194444444,94.66724537037,100,99.97974537037,100,,,,,,,,,,,,10,98.20827907986101
RUR1033,RUR1033__S_Pindisayania,18,2G/3G/LTE,Platinum,Macro,Standby,C4-NRW-05,Jazz Host/CM-PAK Guest,DEODAR,DG site,83.736818415637,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.536844135802,100,,,,,,,,,,,,2,99.11368312757196
RUR5425,RUR5425__S_SaidaShareef_CMPak5920,6,2G/LTE,Bronze,Macro,OMO,C4-MBD-08,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
MBN6538,MBN6538__S_GraveyardGurrahMohalla,6,2G/LTE,Bronze,Macro,B2S,C4-MBD-08,Enfrashare,Enfrashare,Non DG Site,100,100,100,100,100,100,100,100,90.575810185185,100,100,100,100,100,100,100,95.245949074074,100,100,100,,,,,,,,,,,,2,99.29108796296295
