SiteCode,Site Name,NoofCells,(2G/3G),Priority,Type,Category,MBU#,OMO Colocation,OMO host name ,DG site,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,Frequency,4G NAR
JPJ5679,JPJ5679__S_QamarAbadRd,12,2G/3G/LTE,General,Macro,OMO,C4-GRT-04,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,100,100,100,100,100,100,99.998070987654,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,1,99.99990354938271
KHR1735,KHR1735__S_KharianCantt,9,2G/3G/LTE,Bronze,Macro,Standby,C4-MBD-08,DEODAR,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94.791023662551,100,99.768518518518,97.554012345679,,,,,,,,,,,,3,99.6056777263374
KHR0035,KHR0035__S_Pind _Paira _Cantt_MDKN3306,9,2G/3G/LTE,Bronze,Macro,Standby,C4-MBD-08,DEODAR,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.786265432098,100,99.776234567901,97.897376543209,,,,,,,,,,,,3,99.7229938271604
KHR1736,KHR1736__S_Panjwari,9,2G/3G/LTE,Gold,Macro,Deodar CP Prime,C4-MBD-08,DEODAR,DEODAR,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.805555555555,100,99.776234567901,97.61574074074,,,,,,,,,,,,3,99.70987654320979
KHR1734,KHR1734__S_NorthColony,9,2G/3G/LTE,Gold,Macro,Standby,C4-MBD-08,DEODAR,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.83320473251,100,99.780092592592,97.780349794238,,,,,,,,,,,,3,99.719682355967
KHR0079,KHR0079__S_KharianCantt2,9,2G/3G/LTE,Bronze,Macro,OMO,C4-MBD-08,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60.665509259259,100,99.772376543209,92.917952674897,,,,,,,,,,,,3,97.66779192386824
WZB9816,WZB9816__P_MohahlaAllbad,16,2G/3G/LTE,Elite,Macro,Standby,C4-WZD-07,DEODAR,DEODAR,DG site,100,100,100,100,95.224971064814,88.647641782407,100,98.096064814814,100,100,100,98.263888888888,99.854239004629,100,95.775101273148,99.337384259259,100,99.018012152777,100,89.551142939814,,,,,,,,,,,,9,98.1884223090275
KRW8774,KRW8774__S_TandaKarianWalaRd,9,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,DEODAR,DEODAR,DG site,100,100,100,100,81.148405349794,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,1,99.0574202674897
GUJ3541,GUJ3541__S_AritilleryMosque,9,2G/3G/LTE,Gold,Macro,Standby,C4-GUJ-02,DEODAR,DEODAR,DG site,97.184284979423,100,99.596836419753,100,100,100,100,90.947145061728,100,100,100,100,100,99.452160493827,100,100,100,100,100,100,,,,,,,,,,,,4,99.35902134773656
RUR3263,RUR3263__S_MehtaSuja_TPLMS001,6,2G/LTE,Gold,Macro,OMO,C4-NRW-05,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.244791666666,100,,,,,,,,,,,,1,99.9622395833333
GJR6250,GJR6250__S_Adil_Colony_Rehman_Shaheed Road_MDGU4253,9,2G/3G/LTE,Gold,Macro,Standby,C4-GRT-04,DEODAR,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,77.129629629629,,,,,,,,,,,,1,98.85648148148145
GJR6249,GJR6249__S_Mughal_Colony_MDGU4251,9,2G/3G/LTE,Diamond,Macro,Standby,C4-GRT-04,DEODAR,DEODAR,DG site,100,100,100,87.671682098765,98.958333333333,97.851080246913,100,100,100,100,100,100,100,100,100,100,100,100,100,98.058127572016,,,,,,,,,,,,4,99.12696116255135
DIL2202,DIL2202__S_Rolia,9,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,Jazz Host/CM-PAK Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,99.402006172839,100,100,100,100,100,100,100,100,,,,,,,,,,,,1,99.97010030864195
HWY9504,HWY9504__S_Jandiala_Dhabwala_Near_Gakhar_15251,20,2G/3G/LTE,Platinum,Macro,Standby,C4-WZD-07,JAZZ,DEODAR,DG site,99.977719907407,99.912037037037,100,99.227430555555,99.997395833333,100,99.601851851851,95,95,95,95,93.78125,95,95,95,95,95,95,95,85.092881944444,,,,,,,,,,,,18,96.12952835648134
SOH6444,SOH6444__S_Sohdra,6,2G/LTE,Gold,Macro,B2S,C4-WZD-07,E.Co,E.CO,Non DG Site,96.517650462963,86.670283564814,77.310474537037,97.566550925925,84.015480324074,82.757523148148,91.723090277777,90.390625,94.716435185185,81.091579861111,70.720486111111,66.549479166666,79.78515625,75.862268518518,86.348379629629,93.357204861111,55.774016203703,90.865162037037,100,100,,,,,,,,,,,,18,85.10109230324045
RUR1236,RUR1236__S_SHAHBAZPUR _Ufone_3663,6,2G/LTE,Gold,Macro,OMO,C4-GRT-04,Jazz Guest/UFONE Host,UFONE,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR8759,RUR8759__S_Matwanwala,4,2G/LTE,Gold,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.856770833333,100,100,100,,,,,,,,,,,,1,99.99283854166666
RUR0528,RUR0528__S_Gunja,6,2G/LTE,Bronze,Macro,OMO,C4-GRT-04,Jazz Guest/UFONE Host,UFONE,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,68.915895061728,,,,,,,,,,,,1,98.4457947530864
RUR5645,RUR5645__S_QilaSuraSingh_CMPak41244,6,2G/LTE,Bronze,Macro,OMO,C4-GRT-04,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,100,100,100,100,100,100,100,100,99.997106481481,100,100,99.456018518518,100,100,100,100,100,100,100,100,,,,,,,,,,,,2,99.97265624999994
RUR8835,RUR8835__S_VillageJattanWali,6,2G/LTE,Diamond,Macro,Standby,C4-HFZ-06,Jazz Host/TELENOR Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR5489,RUR5489__S_Dhaunkal_CMPak7703,6,2G/LTE,Diamond,Macro,OMO,C4-WZD-07,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,100,100,99.244791666666,93.559027777777,91.241319444444,68.082561728395,93.167438271604,96.510416666666,100,100,100,100,77.080439814814,100,100,100,100,95.274884259259,100,59.761766975308,,,,,,,,,,,,9,93.69613233024666
RUR3202,RUR3202__S_Mirakpur,6,2G/LTE,Diamond,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,86.475694444444,98.092206790123,98.288001543209,98.371913580246,98.591820987654,96.133294753086,95.027006172839,97.633101851851,98.020833333333,99.285300925925,98.684413580246,89.984567901234,94.682677469135,98.661265432098,89.114583333333,94.154128086419,97.621527777777,90.42824074074,93.512731481481,84.515817901234,,,,,,,,,,,,20,94.86395640432033
SRW9971,SRW9971__S_MozqKhussar,6,2G/LTE,Diamond,Macro,Standby,C4-WZD-07,JAZZ,DEODAR,DG site,100,100,99.555362654321,100,100,100,100,100,100,100,100,100,89.800347222222,100,100,100,100,100,100,91.319444444444,,,,,,,,,,,,3,99.03375771604935
RUR8314,RUR8314__S_DomalaTown_Warid_MR525366,6,2G/LTE,Diamond,Macro,Deodar CP Prime,C4-NRW-05,JAZZ,DEODAR,Non DG Site,100,100,100,100,100,100,100,99.657600308642,100,100,100,100,100,100,100,100,100,100,99.612268518518,98.854166666666,,,,,,,,,,,,3,99.90620177469131
RUR5641,RUR5641__S_KotlaSarangKhan_CMPak7488,6,2G/LTE,Gold,Macro,OMO,C4-GRT-04,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,83.656442901234,61.963734567901,83.574459876543,0,15.847800925925,87.03125,78.531057098765,91.987847222222,86.448688271604,83.915895061728,89.348958333333,91.568287037037,94.056712962963,89.681712962963,89.348958333333,82.277199074074,58.93711419753,66.84799382716,86.941550925925,86.5625,,,,,,,,,,,,20,75.426408179012
RUR0527,RUR0527__S_Jheranwala,6,2G/LTE,Gold,Macro,OMO,C4-GRT-04,Jazz Guest/UFONE Host,UFONE,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR4508,RUR4508__S_DharowalKangWZB,8,2G/LTE,Diamond,Macro,Standby,C4-WZD-07,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR3201,RUR3201__S_Gngohar(Telenor_LNWR-07),6,2G/LTE,Gold,Macro,OMO,C4-NRW-05,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,100,100,100,100,100,100,100,96.950231481481,100,100,100,100,100,100,99.806134259259,100,100,100,100,100,,,,,,,,,,,,2,99.83781828703698
QSG1616,QSG1616__S_ChotaChowk_QilaSobaSingh_Warid_MDQH4295,6,2G/LTE,Elite,Macro,Standby,C4-NRW-05,Jazz Host/TELENOR Guest,DEODAR,DG site,100,100,91.895254629629,100,100,100,100,100,100,100,100,100,93.648726851851,100,100,100,100,100,100,100,,,,,,,,,,,,2,99.277199074074
HWY1262,HWY1262__S_NawanLHRRasoolNagar_Warid_MR2J3778_TL,8,2G/LTE,Diamond,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,100,100,100,100,93.689236111111,99.409722222222,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,2,99.65494791666666
RUR9502,RUR9502__S_Bhoman Batth_QD5087,8,2G/LTE,Gold,Macro,OMO,C4-HFZ-06,Jazz Guest/UFONE Host,UFONE,Non DG Site,100,100,100,100,100,100,100,100,90.360966435185,83.509114583333,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,2,98.6935040509259
PPW3212,PPW3212__S_KhanWali,8,2G/LTE,Bronze,Macro,Deodar CP Prime,C4-MBD-08,Jazz Host/TELENOR Guest,DEODAR,Non DG Site,100,100,92.905815972222,100,100,100,100,100,100,99.945746527777,100,100,100,97.536892361111,100,100,100,100,100,100,,,,,,,,,,,,3,99.51942274305551
RUR6241,RUR6241__S_Chokori_Khurd_Ktla_Qasim_MDLM3309,6,2G/LTE,Bronze,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.89274691358,88.192515432098,100,98.321759259259,,,,,,,,,,,,3,99.27035108024684
RUR3173,RUR3173__S_Barak_Pind,15,2G/LTE,Diamond,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.999228395061,100,,,,,,,,,,,,1,99.99996141975305
RUR0408,RUR0408__S_BOODA_DOHALA_RD_Warid_MDQH1593,6,2G/LTE,Diamond,Macro,Standby,C4-NRW-05,Jazz Host/CM-PAK Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.593942901234,98.845486111111,,,,,,,,,,,,2,99.92197145061725
RUR5551,RUR5551__S_SouthKarnana,6,2G/LTE,Gold,Macro,B2S,C4-GRT-04,E.Co,E.CO,Non DG Site,88.978587962963,100,96.276041666666,96.527777777777,93.266782407407,95.555555555555,81.762152777777,99.094328703703,97.986111111111,93.071952160493,97.760416666666,96.941550925925,99.207175925925,96.701388888888,88.457754629629,97.722800925925,79.299768518518,80.888310185185,99.592013888888,99.835069444444,,,,,,,,,,,,19,93.94627700617225
RUR5642,RUR5642__S_DhummaMalka,6,2G/LTE,Gold,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,100,100,100,100,100,99.774305555555,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,1,99.98871527777774
RUR5643,RUR5643__S_Ajnala,6,2G/LTE,Gold,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR0905,RUR0905__S_ToteyWali,6,2G/LTE,Gold,Macro,Deodar CP Prime,C4-NRW-05,JAZZ,DEODAR,Non DG Site,100,98.153935185185,100,100,98.188657407407,100,100,100,95.11574074074,91.530671296296,100,100,84.01523919753,100,100,98.174189814814,100,99.088541666666,82.230902777777,100,,,,,,,,,,,,8,97.32489390432075
RUR5689,RUR5689__S_GurahMahantan,6,2G/LTE,Diamond,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.17824074074,99.105902777777,100,100,,,,,,,,,,,,2,99.91420717592584
KPD8889,KPD8889__S_JassarVillage_Warid_MDSK1972,9,2G/LTE,Platinum,Macro,Standby,C4-NRW-05,Jazz Host/CM-PAK Guest,DEODAR,DG site,100,100,100,95.289994855967,100,100,100,100,100,100,100,100,100,100,66.725180041152,91.282793209876,100,100,100,99.897762345679,,,,,,,,,,,,4,97.65978652263371
RUR5763,RUR5763__S_MehmandChak,9,2G/LTE,Diamond,Macro,B2S,C4-MBD-08,ATL,ATL,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,99.809670781893,100,100,100,67.287808641975,99.216820987654,90.427597736625,89.203317901234,,,,,,,,,,,,5,97.29726080246905
RUR0181,RUR0181__S_BankayCheema,8,2G/LTE,Diamond,Macro,Deodar CP Prime,C4-GUJ-02,Jazz Host/UFONE Guest,DEODAR,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR5649,RUR5649__S_Gidian,9,2G/LTE,Diamond,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,88.265174897119,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.967206790123,98.460648148148,98.38091563786,100,97.395190329218,,,,,,,,,,,,5,99.1234567901234
RUR5644,RUR5644__S_MariKhokhran,6,2G/LTE,Bronze,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR0512,RUR0512__S_Surukhpur,6,2G/LTE,Gold,Macro,OMO,C4-GRT-04,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,100,100,100,100,100,100,100,100,100,100,96.915509259259,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,1,99.84577546296295
RUR6255,RUR6255__S_Sheikh_Chogany_MR1R2703,6,2G/LTE,Gold,Macro,Deodar CP Prime,C4-GRT-04,JAZZ,DEODAR,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR0874,RUR0874__S_Buchiana,6,2G/LTE,Gold,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,100,92.881944444444,97.16724537037,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,2,99.50245949074069
RUR5506,RUR5506__S_Jaidpur,6,2G/LTE,Diamond,Macro,B2S,C4-GRT-04,E.Co,E.CO,Non DG Site,99.99537037037,100,99.998456790123,99.998456790123,99.99537037037,96.437885802469,100,100,99.996913580246,99.998456790123,99.793209876543,100,100,100,100,99.998456790123,100,99.814814814814,99.996913580246,99.998456790123,,,,,,,,,,,,12,99.80113811728367
RUR0179,RUR0179__H_Badomali,8,2G/LTE,Diamond,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR5507,RUR5507__S_AdalGarh,6,2G/LTE,Gold,Macro,B2S,C4-GUJ-02,E.Co,E.CO,Non DG Site,100,99.293981481481,98.654513888888,100,100,62.781635802469,99.163773148148,100,100,98.654513888888,96.383101851851,100,100,98.255208333333,100,99.722222222222,100,99.458912037037,47.006172839506,94.079861111111,,,,,,,,,,,,11,94.6726948302467
RUR5583,RUR5583__S_ChakPindi_Ufone1362,6,2G/LTE,Bronze,Macro,OMO,C4-GRT-04,Jazz Guest/UFONE Host,UFONE,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.885416666666,100,100,87.435378086419,,,,,,,,,,,,2,99.16603973765424
RUR9764,RUR9764__S_Kot_SanaullahWarid_MR2K3780,6,2G/LTE,Platinum,Macro,Standby,C4-WZD-07,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,86.338734567901,69.340277777777,,,,,,,,,,,,2,97.78395061728389
RUR5620,RUR5620__S_ChakSanatta,6,2G/LTE,Diamond,Macro,B2S,C4-WZD-07,Enfrashare,Enfrashare,Non DG Site,83.478009259259,95.060763888888,96.322337962963,100,100,96.611689814814,97.38136574074,100,100,100,100,92.106481481481,94.670138888888,100,100,100,100,100,99.658564814814,100,,,,,,,,,,,,8,97.76446759259235
RUR6245,RUR6245__S_Ugowal_MDGU7674,6,2G/LTE,Gold,Macro,OMO,C4-GRT-04,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,100,100,100,98.86574074074,100,100,100,100,100,100,100,100,100,100,100,100,78.835841049382,99.053819444444,100,100,,,,,,,,,,,,3,98.83777006172829
KAH9488,KAH9488__S_Village_Kot_Hara_1M3549,6,2G/LTE,Gold,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR5792,RUR5792__S_Romal,15,2G/LTE,Diamond,Macro,B2S,C4-NRW-05,Enfrashare,Enfrashare,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.635030864197,100,,,,,,,,,,,,1,99.63175154320984
RUR8997,RUR8997__H_MaddoKhalwal,6,2G/LTE,Diamond,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR4021,RUR4021__S_AwanSharif,6,2G/LTE,Diamond,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,100,100,100,97.916666666666,97.364969135802,100,100,100,100,100,100,100,100,100,100,97.386188271604,100,100,100,100,,,,,,,,,,,,3,99.6333912037036
RUR9210,RUR9210__S_Dheenda,9,2G/3G/LTE,Diamond,Macro,Standby,C4-GRT-04,Jazz Host/CM-PAK Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.281378600823,100,100,100,93.231095679012,,,,,,,,,,,,2,99.52562371399175
GJR5729,GJR5729__S_Gillanwala,9,2G/3G/LTE,Platinum,Macro,B2S,C4-GRT-04,Enfrashare,Enfrashare,Non DG Site,99.305555555555,95.81211419753,98.570601851851,95.467463991769,95.3125,89.158950617283,96.485982510288,98.32561728395,94.770447530864,93.979552469135,94.778806584362,92.570087448559,93.074845679012,100,100,100,100,100,99.998070987654,100,,,,,,,,,,,,14,96.8805298353906
RUR3204,RUR3204__S_Giddin_TPLBDR02,3,2G/LTE,Bronze,Macro,OMO,C4-NRW-05,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,65.011574074074,82.228009259259,65.3125,83.402777777777,92.494212962963,90.260416666666,84.751157407407,91.736111111111,86.99074074074,77.320601851851,95.503472222222,78.975694444444,84.160879629629,92.106481481481,79.427083333333,66.087962962963,93.194444444444,67.77199074074,82.314814814814,66.425540123456,,,,,,,,,,,,20,81.2738233024687
HWY1895,HWY1895__S_Chrirawla,8,2G/LTE,Gold,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,100,100,100,100,94.649160879629,100,100,100,100,96.632667824074,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,2,99.56409143518515
GJR6258,GJR6258__S_Star_Colony_Bhimber_Road_MDGU4249,9,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,Jazz Host/CM-PAK Guest,DEODAR,DG site,100,99.797453703703,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,1,99.98987268518515
RUR5671,RUR5671__S_Sohal_TelenorISHL01,6,2G/LTE,Gold,Macro,OMO,C4-GRT-04,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,98.022762345679,97.951388888888,97.247299382716,97.575231481481,97.23186728395,91.117862654321,88.884066358024,97.583912037037,95.404128086419,95.486111111111,95.522762345679,98.904320987654,94.777199074074,99.252507716049,84.813850308642,94.876543209876,94.95273919753,91.52199074074,89.782986111111,92.956211419753,,,,,,,,,,,,20,94.6932870370367
JPS8768,JPS8768__H_PeerShah,12,2G/3G/LTE,Platinum,Macro,Deodar CP Prime,C4-GRT-04,Jazz Host/CM-PAK Guest,DEODAR,Non DG Site,99.995659722222,99.996141975308,99.996141975308,93.471257716049,92.492283950617,99.995177469135,100,99.996141975308,100,99.448784722222,97.426697530864,98.312596450617,100,100,99.209587191358,99.999035493827,100,99.280478395061,99.887635030864,99.999517746913,,,,,,,,,,,,15,98.97535686728364
RUR5603,RUR5603__S_Hanj_CMPak40819,6,2G/LTE,Gold,Macro,OMO,C4-GRT-04,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,100,100,100,100,37.5,13.738425925925,100,100,100,100,100,100,100,100,100,100,100,100,100,97.135416666666,,,,,,,,,,,,3,92.41869212962955
JPJ4875,JPJ4875__P_KashmirNagar,12,2G/3G/LTE,Diamond,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,100,100,99.011863425925,100,97.096354166666,100,100,100,100,100,100,100,100,100,94.008969907407,100,100,98.993055555555,100,100,,,,,,,,,,,,4,99.45551215277764
KRW6447,KRW6447__S_PoliceStation_CMPak42464,12,2G/LTE,Diamond,Macro,OMO,C4-GRT-04,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,96.828221450617,95.826581790123,100,100,100,100,100,100,100,100,94.881847993827,100,100,100,100,100,100,98.597608024691,80.625,81.625192901234,,,,,,,,,,,,6,97.4192226080246
GJR6266,GJR6266__S_Miana_Pura_MDGU4257,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,97.118537808642,100,100,98.958333333333,96.049864969135,94.277102623456,97.893036265432,100,100,100,100,100,100,100,98.958333333333,99.272762345679,80.699749228395,92.914737654321,94.046103395061,34.383198302469,,,,,,,,,,,,11,94.2285879629628
LLM9854,LLM9854__P_GtRoadLalamusa,9,2G/3G/LTE,Diamond,Macro,Standby,C4-GRT-04,Jazz Host/UFONE Guest,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.97427983539,100,100,,,,,,,,,,,,1,99.9987139917695
RUR4503,RUR4503__S_RajaThanaNarrowal,12,2G/3G/LTE,Platinum,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,100,100,100,100,100,89.288194444444,100,100,100,92.96730324074,100,100,100,100,100,100,98.559027777777,98.021797839506,93.621238425925,92.533275462963,,,,,,,,,,,,6,98.24954185956774
JPJ6301,JPJ6301__S_Qadir_Colony_MDJJ1558,16,2G/3G/LTE,Hub,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
RUR9496,RUR9496__S_Naiabadi_Jhang_Road_HF4123,12,2G/3G/LTE,Platinum,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,98.675733024691,100,100,100,100,100,98.452932098765,100,97.336516203703,97.303722993827,100,100,100,99.00993441358,100,97.722800925925,100,100,100,99.33449074074,,,,,,,,,,,,7,99.39180652006155
GUJ0233,GUJ0233__S_C2WaterTank,9,2G/3G/LTE,Gold,Macro,OMO,C4-GUJ-02,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,97.629886831275,100,99.604552469135,100,100,100,100,94.262474279835,100,100,100,100,100,99.456661522633,100,100,100,100,100,100,,,,,,,,,,,,4,99.54767875514389
GJR6291,GJR6291__S_Boraywala_chowk_MDGU4203,9,2G/3G/LTE,Diamond,Macro,Deodar CP Prime,C4-GRT-04,Jazz Host/CM-PAK Guest,DEODAR,Non DG Site,100,100,100,100,100,98.413065843621,97.146347736625,100,100,100,100,100,100,100,100,100,100,100,100,67.231224279835,,,,,,,,,,,,3,98.13953189300405
KNJ4254,KNJ4254__H_CircularRdKunjah,9,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,98.694058641975,97.995113168724,98.70820473251,98.357767489711,80.666795267489,98.365483539094,100,100,100,89.729938271604,94.60390946502,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,8,97.85606352880635
LLM3835,LLM3835__S_Muhallaqasba,12,2G/3G/LTE,Diamond,Macro,Deodar CP Prime,C4-GRT-04,JAZZ,DEODAR,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,99.965277777777,99.844232253086,99.494598765432,95.872878086419,91.866319444444,93.411940586419,91.966628086419,93.50887345679,91.666666666666,,,,,,,,,,,,9,97.87987075617261
JPS8766,JPS8766__P_SiyamCollege,13,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,Jazz Host/CM-PAK Guest,DEODAR,DG site,99.978187321937,100,100,100,100,98.521189458689,100,100,100,100,100,100,100,100,100,100,98.49537037037,100,99.057158119658,97.797809829059,,,,,,,,,,,,5,99.69248575498564
KRW8773,KRW8773__P_KarianwalaCity,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,JAZZ,DEODAR,DG site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.17042824074,100,98.871527777777,92.620081018518,98.269675925925,100,,,,,,,,,,,,4,99.296585648148
RUR0363,RUR0363__S_MansoorWaliPI,9,2G/3G/LTE,Diamond,Macro,Deodar CP Prime,C4-WZD-07,Jazz Host/CM-PAK+TELENOR Guest,DEODAR,Non DG Site,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,0,100
GJR9887,GJR9887__S_MohallaNoorPur,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GRT-04,Jazz Host/CM-PAK Guest,DEODAR,DG site,100,100,100,100,95.469714506172,100,96.340663580246,100,100,100,100,95.588831018518,100,98.444733796296,98.505497685185,98.657407407407,100,100,96.26880787037,96.230227623456,,,,,,,,,,,,8,98.7752941743825
